id,correct,question,a,b,c,d
E3B04,1,What are “extraordinary” and “ordinary” waves?,"Extraordinary waves exhibit rare long-skip propagation, compared to ordinary waves, which travel shorter distances","Independently propagating, elliptically polarized waves created in the ionosphere",Long-path and short-path waves,Refracted rays and reflected waves
E3B05,3,Which of the following paths is most likely to support long-distance propagation on 160 meters?,A path entirely in sunlight,Paths at high latitudes,A direct north-south path,A path entirely in darkness
E3B06,1,On which of the following amateur bands is long-path propagation most frequent?,160 meters and 80 meters,40 meters and 20 meters,10 meters and 6 meters,6 meters and 2 meters
E3B07,2,What effect does lowering a signal’s transmitted elevation angle have on ionospheric HF skip propagation?,Faraday rotation becomes stronger,The MUF decreases,The distance covered by each hop increases,The critical frequency increases
E3B08,2,How does the maximum range of ground-wave propagation change when the signal frequency is increased?,It stays the same,It increases,It decreases,It peaks at roughly 8 MHz
E3B09,0,At what time of year is sporadic-E propagation most likely to occur?,"Around the solstices, especially the summer solstice","Around the solstices, especially the winter solstice","Around the equinoxes, especially the spring equinox","Around the equinoxes, especially the fall equinox"
E3B10,0,What is the effect of chordal-hop propagation?,"The signal experiences less loss compared to multi-hop propagation, which uses Earth as a reflector",The MUF for chordal-hop propagation is much lower than for normal skip propagation,Atmospheric noise is reduced in the direction of chordal-hop propagation,Signals travel faster along ionospheric chords
E3B11,3,At what time of day is sporadic-E propagation most likely to occur?,Between midnight and sunrise,Between sunset and midnight,Between sunset and sunrise,Between sunrise and sunset
E3B12,1,What is chordal-hop propagation?,Propagation away from the great circle bearing between stations,Successive ionospheric refractions without an intermediate reflection from the ground,Propagation across the geomagnetic equator,Signals reflected back toward the transmitting station
E3B13,0,What type of polarization is supported by ground-wave propagation?,Vertical,Horizontal,Circular,Elliptical
E3C01,3,What is the cause of short-term radio blackouts?,Coronal mass ejections,Sunspots on the solar equator,North-oriented interplanetary magnetic field,Solar flares
E3C02,0,What is indicated by a rising A-index or K-index?,Increasing disturbance of the geomagnetic field,Decreasing disturbance of the geomagnetic field,Higher levels of solar UV radiation,An increase in the critical frequency
E3C03,1,Which of the following signal paths is most likely to experience high levels of absorption when the A-index or K-index is elevated?,Transequatorial,Through the auroral oval,Sporadic-E,NVIS
E3C04,2,What does the value of Bz (B sub z) represent?,Geomagnetic field stability,Critical frequency for vertical transmissions,North-south strength of the interplanetary magnetic field,Duration of long-delayed echoes
E3C05,0,What orientation of Bz (B sub z) increases the likelihood that charged particles from the Sun will cause disturbed conditions?,Southward,Northward,Eastward,Westward
E3C06,0,How does the VHF/UHF radio horizon compare to the geographic horizon?,It is approximately 15 percent farther,It is approximately 20 percent nearer,It is approximately 50 percent farther,They are approximately the same
E3C07,3,Which of the following indicates the greatest solar flare intensity?,Class A,Class Z,Class M,Class X
E3C08,3,Which of the following is the space-weather term for an extreme geomagnetic storm?,B9,X5,M9,G5
E3C09,3,What type of data is reported by amateur radio propagation reporting networks?,Solar flux,Electric field intensity,Magnetic declination,Digital-mode and CW signals
E3C10,1,What does the 304A solar parameter measure?,"The ratio of X-ray flux to radio flux, correlated to sunspot number","UV emissions at 304 angstroms, correlated to the solar flux index","The solar wind velocity at an angle of 304 degrees from the solar equator, correlated to geomagnetic storms","The solar emission at 304 GHz, correlated to X-ray flare levels"
E3C11,2,What does VOACAP software model?,AC voltage and impedance,VHF radio propagation,HF propagation,AC current and impedance
E3C12,1,Which of the following is indicated by a sudden rise in radio background noise across a large portion of the HF spectrum?,A temperature inversion has occurred,A coronal mass ejection impact or a solar flare has occurred,Transequatorial propagation on 6 meters is likely,Long-path propagation on the higher HF bands is likely
E4A01,0,Which of the following limits the highest frequency signal that can be accurately displayed on a digital oscilloscope?,Sampling rate of the analog-to-digital converter,Analog-to-digital converter reference frequency,Q of the circuit,All these choices are correct
E4A02,1,Which of the following parameters does a spectrum analyzer display on the vertical and horizontal axes?,Signal amplitude and time,Signal amplitude and frequency,SWR and frequency,SWR and time
E4A03,1,Which of the following test instruments is used to display spurious signals and/or intermodulation distortion products generated by an SSB transmitter?,Differential resolver,Spectrum analyzer,Logic analyzer,Network analyzer
E4A04,0,How is compensation of an oscilloscope probe performed?,"A square wave is displayed, and the probe is adjusted until the horizontal portions of the displayed wave are as nearly flat as possible","A high frequency sine wave is displayed, and the probe is adjusted for maximum amplitude","A frequency standard is displayed, and the probe is adjusted until the deflection time is accurate","A DC voltage standard is displayed, and the probe is adjusted until the displayed voltage is accurate"
E4A05,3,What is the purpose of using a prescaler with a frequency counter?,Amplify low-level signals for more accurate counting,Multiply a higher frequency signal so a low-frequency counter can display the operating frequency,Prevent oscillation in a low-frequency counter circuit,Reduce the signal frequency to within the counter's operating range
E4A06,0,What is the effect of aliasing on a digital oscilloscope when displaying a waveform?,"A false, jittery low-frequency version of the waveform is displayed",The waveform DC offset will be inaccurate,Calibration of the vertical scale is no longer valid,"Excessive blanking occurs, which prevents display of the waveform"
E4A07,1,Which of the following is an advantage of using an antenna analyzer compared to an SWR bridge?,Antenna analyzers automatically tune your antenna for resonance,Antenna analyzers compute SWR and impedance automatically,Antenna analyzers display a time-varying representation of the modulation envelope,All these choices are correct
E4A08,3,Which of the following is used to measure SWR?,Directional wattmeter,Vector network analyzer,Antenna analyzer,All these choices are correct
E4A09,0,Which of the following is good practice when using an oscilloscope probe?,Minimize the length of the probe's ground connection,Never use a high-impedance probe to measure a low-impedance circuit,Never use a DC-coupled probe to measure an AC circuit,All these choices are correct
E4A10,3,Which trigger mode is most effective when using an oscilloscope to measure a linear power supply’s output ripple?,Single-shot,Edge,Level,Line
E4A11,3,Which of the following can be measured with an antenna analyzer?,Velocity factor,Cable length,Resonant frequency of a tuned circuit,All these choices are correct
E4B01,1,Which of the following factors most affects the accuracy of a frequency counter?,Input attenuator accuracy,Time base accuracy,Decade divider accuracy,Temperature coefficient of the logic
E4B02,0,What is the significance of voltmeter sensitivity expressed in ohms per volt?,The full scale reading of the voltmeter multiplied by its ohms per volt rating is the input impedance of the voltmeter,The reading in volts multiplied by the ohms per volt rating will determine the power drawn by the device under test,The reading in ohms divided by the ohms per volt rating will determine the voltage applied to the circuit,The full scale reading in amps divided by ohms per volt rating will determine the size of shunt needed
E4B03,2,Which S parameter is equivalent to forward gain?,S11,S12,S21,S22
E4B04,0,Which S parameter represents input port return loss or reflection coefficient (equivalent to VSWR)?,S11,S12,S21,S22
E4B05,1,What three test loads are used to calibrate an RF vector network analyzer?,"50 ohms, 75 ohms, and 90 ohms","Short circuit, open circuit, and 50 ohms","Short circuit, open circuit, and resonant circuit","50 ohms through 1/8 wavelength, 1/4 wavelength, and 1/2 wavelength of coaxial cable"
E4B06,3,How much power is being absorbed by the load when a directional power meter connected between a transmitter and a terminating load reads 100 watts forward power and 25 watts reflected power?,100 watts,125 watts,112.5 watts,75 watts
E4B07,0,What do the subscripts of S parameters represent?,The port or ports at which measurements are made,The relative time between measurements,Relative quality of the data,Frequency order of the measurements
E4B08,2,Which of the following can be used to determine the Q of a series-tuned circuit?,The ratio of inductive reactance to capacitive reactance,The frequency shift,The bandwidth of the circuit's frequency response,The resonant frequency of the circuit
E4B09,1,Which of the following can be measured by a two-port vector network analyzer?,Phase noise,Filter frequency response,Pulse rise time,Forward power
E4B10,1,Which of the following methods measures intermodulation distortion in an SSB transmitter?,Modulate the transmitter using two RF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,Modulate the transmitter using two AF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,Modulate the transmitter using two AF signals having harmonically related frequencies and observe the RF output with a peak reading wattmeter,Modulate the transmitter using two RF signals having harmonically related frequencies and observe the RF output with a logic analyzer
E4B11,3,Which of the following can be measured with a vector network analyzer?,Input impedance,Output impedance,Reflection coefficient,All these choices are correct
E4C01,3,What is an effect of excessive phase noise in an SDR receiver’s master clock oscillator?,It limits the receiver’s ability to receive strong signals,It can affect the receiver’s frequency calibration,It decreases the receiver’s third-order intercept point,It can combine with strong signals on nearby frequencies to generate interference
E4C02,0,Which of the following receiver circuits can be effective in eliminating interference from strong out-of-band signals?,A front-end filter or preselector,A narrow IF filter,A notch filter,A properly adjusted product detector
E4C03,2,What is the term for the suppression in an FM receiver of one signal by another stronger signal on the same frequency?,Desensitization,Cross-modulation interference,Capture effect,Frequency discrimination
E4C04,3,What is the noise figure of a receiver?,The ratio of atmospheric noise to phase noise,The ratio of the noise bandwidth in hertz to the theoretical bandwidth of a resistive network,The ratio in dB of the noise generated in the receiver to atmospheric noise,The ratio in dB of the noise generated by the receiver to the theoretical minimum noise
E4C05,1,What does a receiver noise floor of -174 dBm represent?,The receiver noise is 6 dB above the theoretical minimum,The theoretical noise in a 1 Hz bandwidth at the input of a perfect receiver at room temperature,The noise figure of a 1 Hz bandwidth receiver,The receiver noise is 3 dB above theoretical minimum
E4C06,3,"How much does increasing a receiver’s bandwidth from 50 Hz to 1,000 Hz increase the receiver’s noise floor?",3 dB,5 dB,10 dB,13 dB
E4C07,1,What does the MDS of a receiver represent?,The meter display sensitivity,The minimum discernible signal,The modulation distortion specification,The maximum detectable spectrum
E4C08,3,An SDR receiver is overloaded when input signals exceed what level?,One-half of the maximum sample rate,One-half of the maximum sampling buffer size,The maximum count value of the analog-to-digital converter,The reference voltage of the analog-to-digital converter
E4C09,2,Which of the following choices is a good reason for selecting a high IF for a superheterodyne HF or VHF communications receiver?,Fewer components in the receiver,Reduced drift,Easier for front-end circuitry to eliminate image responses,Improved receiver noise figure
E4C10,2,What is an advantage of having a variety of receiver bandwidths from which to select?,"The noise figure of the RF amplifier can be adjusted to match the modulation type, thus increasing receiver sensitivity",Receiver power consumption can be reduced when wider bandwidth is not required,"Receive bandwidth can be set to match the modulation bandwidth, maximizing signal-to-noise ratio and minimizing interference",Multiple frequencies can be received simultaneously if desired
E4C11,3,Why does input attenuation reduce receiver overload on the lower frequency HF bands with little or no impact on signal-to-noise ratio?,The attenuator has a low-pass filter to increase the strength of lower frequency signals,The attenuator has a noise filter to suppress interference,Signals are attenuated separately from the noise,Atmospheric noise is generally greater than internally generated noise even after attenuation
E4C12,2,How does a narrow-band roofing filter affect receiver performance?,It improves sensitivity by reducing front-end noise,It improves intelligibility by using low Q circuitry to reduce ringing,It improves blocking dynamic range by attenuating strong signals near the receive frequency,All these choices are correct
E4C13,3,What is reciprocal mixing?,Two out-of-band signals mixing to generate an in-band spurious signal,In-phase signals cancelling in a mixer resulting in loss of receiver sensitivity,Two digital signals combining from alternate time slots,Local oscillator phase noise mixing with adjacent strong signals to create interference to desired signals
E4C14,2,What is the purpose of the receiver IF Shift control?,To permit listening on a different frequency from the transmitting frequency,To change frequency rapidly,To reduce interference from stations transmitting on adjacent frequencies,To tune in stations slightly off frequency without changing the transmit frequency
E4D01,0,What is meant by the blocking dynamic range of a receiver?,The difference in dB between the noise floor and the level of an incoming signal that will cause 1 dB of gain compression,The minimum difference in dB between the levels of two FM signals that will cause one signal to block the other,The difference in dB between the noise floor and the third-order intercept point,The minimum difference in dB between two signals which produce third-order intermodulation products greater than the noise floor
E4D02,0,Which of the following describes problems caused by poor dynamic range in a receiver?,Spurious signals caused by cross modulation and desensitization from strong adjacent signals,Oscillator instability requiring frequent retuning and loss of ability to recover the opposite sideband,Poor weak signal reception caused by insufficient local oscillator injection,Oscillator instability and severe audio distortion of all but the strongest received signals
E4D03,1,What creates intermodulation interference between two repeaters in close proximity?,The output signals cause feedback in the final amplifier of one or both transmitters,The output signals mix in the final amplifier of one or both transmitters,The input frequencies are harmonically related,The output frequencies are harmonically related
E4D04,1,Which of the following is used to reduce or eliminate intermodulation interference in a repeater caused by a nearby transmitter?,A band-pass filter in the feed line between the transmitter and receiver,A properly terminated circulator at the output of the repeater’s transmitter,Utilizing a Class C final amplifier,Utilizing a Class D final amplifier
E4D05,0,What transmitter frequencies would create an intermodulation-product signal in a receiver tuned to 146.70 MHz when a nearby station transmits on 146.52 MHz?,146.34 MHz and 146.61 MHz,146.88 MHz and 146.34 MHz,146.10 MHz and 147.30 MHz,146.30 MHz and 146.90 MHz
E4D06,2,What is the term for the reduction in receiver sensitivity caused by a strong signal near the received frequency?,Reciprocal mixing,Quieting,Desensitization,Cross modulation interference
E4D07,0,Which of the following reduces the likelihood of receiver desensitization?,Insert attenuation before the first RF stage,Raise the receiver’s IF frequency,Increase the receiver’s front-end gain,Switch from fast AGC to slow AGC
E4D08,2,What causes intermodulation in an electronic circuit?,Negative feedback,Lack of neutralization,Nonlinear circuits or devices,Positive feedback
E4D09,2,What is the purpose of the preselector in a communications receiver?,To store frequencies that are often used,To provide broadband attenuation before the first RF stage to prevent intermodulation,To increase the rejection of signals outside the band being received,To allow selection of the optimum RF amplifier device
E4D10,2,What does a third-order intercept level of 40 dBm mean with respect to receiver performance?,Signals less than 40 dBm will not generate audible third-order intermodulation products,The receiver can tolerate signals up to 40 dB above the noise floor without producing third-order intermodulation products,A pair of 40 dBm input signals will theoretically generate a third-order intermodulation product that has the same output amplitude as either of the input signals,A pair of 1 mW input signals will produce a third-order intermodulation product that is 40 dB stronger than the input signal
E4D11,0,"Why are odd-order intermodulation products, created within a receiver, of particular interest compared to other products?",Odd-order products of two signals in the band being received are also likely to be within the band,Odd-order products are more likely to overload the IF filters,Odd-order products are an indication of poor image rejection,Odd-order intermodulation produces three products for every input signal within the band of interest
E4D12,2,"What is the link margin in a system with a transmit power level of 100 W (+40 dBm), a system antenna gain of 10 dBi, a cable loss of 3 dB, a path loss of 136 dB, a receiver minimum discernable signal of -103 dBm, and a required signal-to-noise ratio of 6 dB?",-8dB,-14dB,+8dB,+14dB
E4D13,0,"What is the received signal level with a transmit power of 100 W (+40 dBm), a transmit antenna gain of 6 dBi, a receive antenna gain of 3 dBi, and a path loss of 100 dB?",-51 dBm,-54 dBm,-57 dBm,-60 dBm
E4D14,3,What power level does a receiver minimum discernible signal of -100 dBm represent?,100 microwatts,0.1 microwatt,0.001 microwatts,0.1 picowatts
E4E01,0,What problem can occur when using an automatic notch filter (ANF) to remove interfering carriers while receiving CW signals?,Removal of the CW signal as well as the interfering carrier,Any nearby signal passing through the DSP system will overwhelm the desired signal,Excessive ringing,All these choices are correct
E4E02,3,Which of the following types of noise can often be reduced by a digital noise reduction?,Broadband white noise,Ignition noise,Power line noise,All these choices are correct
E4E03,1,Which of the following types of noise are removed by a noise blanker?,Broadband white noise,Impulse noise,Hum and buzz,All these choices are correct
E4E04,3,How can conducted noise from an automobile battery charging system be suppressed?,By installing filter capacitors in series with the alternator leads,By installing a noise suppression resistor and a blocking capacitor at the battery,By installing a high-pass filter in series with the radio’s power lead and a low-pass filter in parallel with the antenna feed line,By installing ferrite chokes on the charging system leads
E4E05,1,What is used to suppress radio frequency interference from a line-driven AC motor?,A high-pass filter in series with the motor’s power leads,A brute-force AC-line filter in series with the motor’s power leads,A bypass capacitor in series with the motor’s field winding,A bypass choke in parallel with the motor’s field winding
E4E06,2,What type of electrical interference can be caused by computer network equipment?,A loud AC hum in the audio output of your station’s receiver,A clicking noise at intervals of a few seconds,The appearance of unstable modulated or unmodulated signals at specific frequencies,A whining-type noise that continually pulses off and on
E4E07,1,Which of the following can cause shielded cables to radiate or receive interference?,Low inductance ground connections at both ends of the shield,Common-mode currents on the shield and conductors,Use of braided shielding material,Tying all ground connections to a common point resulting in differential-mode currents in the shield
E4E08,1,What current flows equally on all conductors of an unshielded multiconductor cable?,Differential-mode current,Common-mode current,Reactive current only,Magnetically-coupled current only
E4E09,2,What undesirable effect can occur when using a noise blanker?,Received audio in the speech range might have an echo effect,The audio frequency bandwidth of the received signal might be compressed,Strong signals may be distorted and appear to cause spurious emissions,FM signals can no longer be demodulated
E4E10,3,Which of the following can create intermittent loud roaring or buzzing AC line interference?,Arcing contacts in a thermostatically controlled device,A defective doorbell or doorbell transformer inside a nearby residence,A malfunctioning illuminated advertising display,All these choices are correct
E4E11,1,What could be the cause of local AM broadcast band signals combining to generate spurious signals on the MF or HF bands?,One or more of the broadcast stations is transmitting an over-modulated signal,Nearby corroded metal connections are mixing and reradiating the broadcast signals,You are receiving skywave signals from a distant station,Your station receiver IF amplifier stage is overloaded
E4E12,0,What causes interference received as a series of carriers at regular intervals across a wide frequency range?,Switch-mode power supplies,Radar transmitters,Wireless security camera transmitters,Electric fences
E4E13,2,Where should a station AC surge protector be installed?,At the AC service panel,At an AC outlet,On the single point ground panel,On a ground rod outside the station
E4E14,3,What is the purpose of a single point ground panel?,Remove AC power in case of a short-circuit,Prevent common-mode transients in multi-wire systems,Eliminate air gaps between protected and non-protected circuits,Ensure all lightning protectors activate at the same time
E5A01,0,What can cause the voltage across reactances in a series RLC circuit to be higher than the voltage applied to the entire circuit?,Resonance,Capacitance,Low quality factor (Q),Resistance
E5A02,2,"What is the resonant frequency of an RLC circuit if R is 22 ohms, L is 50 microhenries, and C is 40 picofarads?",44.72 MHz,22.36 MHz,3.56 MHz,1.78 MHz
E5A03,3,What is the magnitude of the impedance of a series RLC circuit at resonance?,"High, compared to the circuit resistance",Approximately equal to capacitive reactance,Approximately equal to inductive reactance,Approximately equal to circuit resistance
E5A04,0,What is the magnitude of the impedance of a parallel RLC circuit at resonance?,Approximately equal to circuit resistance,Approximately equal to inductive reactance,Low compared to the circuit resistance,High compared to the circuit resistance
E5A05,0,What is the result of increasing the Q of an impedance-matching circuit?,Matching bandwidth is decreased,Matching bandwidth is increased,Losses increase,Harmonics increase
E5A06,1,What is the magnitude of the circulating current within the components of a parallel LC circuit at resonance?,It is at a minimum,It is at a maximum,"It equals 1 divided by the quantity 2 times pi, times the square root of (inductance L multiplied by capacitance C)","It equals 2 times pi, times the square root of (inductance L multiplied by capacitance C)"
E5A07,0,What is the magnitude of the current at the input of a parallel RLC circuit at resonance?,Minimum,Maximum,R/L,L/R
E5A08,2,What is the phase relationship between the current through and the voltage across a series resonant circuit at resonance?,The voltage leads the current by 90 degrees,The current leads the voltage by 90 degrees,The voltage and current are in phase,The voltage and current are 180 degrees out of phase
E5A09,2,How is the Q of an RLC parallel resonant circuit calculated?,Reactance of either the inductance or capacitance divided by the resistance,Reactance of either the inductance or capacitance multiplied by the resistance,Resistance divided by the reactance of either the inductance or capacitance,Reactance of the inductance multiplied by the reactance of the capacitance
E5A10,0,"What is the resonant frequency of an RLC circuit if R is 33 ohms, L is 50 microhenries, and C is 10 picofarads?",7.12 MHz,23.5 kHz,7.12 kHz,23.5 MHz
E5A11,2,What is the half-power bandwidth of a resonant circuit that has a resonant frequency of 7.1 MHz and a Q of 150?,157.8 Hz,315.6 Hz,47.3 kHz,23.67 kHz
E5A12,2,What is the half-power bandwidth of a resonant circuit that has a resonant frequency of 3.7 MHz and a Q of 118?,436.6 kHz,218.3 kHz,31.4 kHz,15.7 kHz
E5A13,2,What is an effect of increasing Q in a series resonant circuit?,Fewer components are needed for the same performance,Parasitic effects are minimized,Internal voltages increase,Phase shift can become uncontrolled
E5B01,1,What is the term for the time required for the capacitor in an RC circuit to be charged to 63.2% of the applied voltage or to discharge to 36.8% of its initial voltage?,An exponential rate of one,One time constant,One exponential period,A time factor of one
E5B02,3,What letter is commonly used to represent susceptance?,G,X,Y,B
E5B03,1,How is impedance in polar form converted to an equivalent admittance?,Take the reciprocal of the angle and change the sign of the magnitude,Take the reciprocal of the magnitude and change the sign of the angle,Take the square root of the magnitude and add 180 degrees to the angle,Square the magnitude and subtract 90 degrees from the angle
E5B04,3,"What is the time constant of a circuit having two 220-microfarad capacitors and two 1-megohm resistors, all in parallel?",55 seconds,110 seconds,440 seconds,220 seconds
E5B05,3,What is the effect on the magnitude of pure reactance when it is converted to susceptance?,It is unchanged,The sign is reversed,It is shifted by 90 degrees,It is replaced by its reciprocal
E5B06,2,What is susceptance?,The magnetic impedance of a circuit,The ratio of magnetic field to electric field,The imaginary part of admittance,A measure of the efficiency of a transformer
E5B07,2,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 500 ohms, R is 1 kilohm, and XL is 250 ohms?",68.2 degrees with the voltage leading the current,14.0 degrees with the voltage leading the current,14.0 degrees with the voltage lagging the current,68.2 degrees with the voltage lagging the current
E5B08,0,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 300 ohms, R is 100 ohms, and XL is 100 ohms?",63 degrees with the voltage lagging the current,63 degrees with the voltage leading the current,27 degrees with the voltage leading the current,27 degrees with the voltage lagging the current
E5B09,3,What is the relationship between the AC current through a capacitor and the voltage across a capacitor?,Voltage and current are in phase,Voltage and current are 180 degrees out of phase,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees
E5B10,0,What is the relationship between the AC current through an inductor and the voltage across an inductor?,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees,Voltage and current are 180 degrees out of phase,Voltage and current are in phase
E5B11,1,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 25 ohms, R is 100 ohms, and XL is 75 ohms?",27 degrees with the voltage lagging the current,27 degrees with the voltage leading the current,63 degrees with the voltage lagging the current,63 degrees with the voltage leading the current
E5B12,0,What is admittance?,The inverse of impedance,The term for the gain of a field effect transistor,The inverse of reactance,The term for the on-impedance of a field effect transistor
E5C01,0,Which of the following represents pure capacitive reactance of 100 ohms in rectangular notation?,0 - j100,0 + j100,100 - j0,100 + j0
E5C02,2,How are impedances described in polar coordinates?,By X and R values,By real and imaginary parts,By magnitude and phase angle,By Y and G values
E5C03,2,Which of the following represents a pure inductive reactance in polar coordinates?,A positive 45 degree phase angle,A negative 45 degree phase angle,A positive 90 degree phase angle,A negative 90 degree phase angle
E5C04,3,What type of Y-axis scale is most often used for graphs of circuit frequency response?,Linear,Scatter,Random,Logarithmic
E5C05,2,What kind of diagram is used to show the phase relationship between impedances at a given frequency?,Venn diagram,Near field diagram,Phasor diagram,Far field diagram
E5C06,1,What does the impedance 50 - j25 ohms represent?,50 ohms resistance in series with 25 ohms inductive reactance,50 ohms resistance in series with 25 ohms capacitive reactance,25 ohms resistance in series with 50 ohms inductive reactance,25 ohms resistance in series with 50 ohms capacitive reactance
E5C07,3,Where is the impedance of a pure resistance plotted on rectangular coordinates?,On the vertical axis,"On a line through the origin, slanted at 45 degrees","On a horizontal line, offset vertically above the horizontal axis",On the horizontal axis
E5C08,3,"What coordinate system is often used to display the phase angle of a circuit containing resistance, inductive, and/or capacitive reactance?",Maidenhead grid,Faraday grid,Elliptical coordinates,Polar coordinates
E5C09,0,"When using rectangular coordinates to graph the impedance of a circuit, what do the axes represent?","The X axis represents the resistive component, and the Y axis represents the reactive component","The X axis represents the reactive component, and the Y axis represents the resistive component","The X axis represents the phase angle, and the Y axis represents the magnitude","The X axis represents the magnitude, and the Y axis represents the phase angle"
E5C10,1,Which point on Figure E5-1 best represents the impedance of a series circuit consisting of a 400-ohm resistor and a 38-picofarad capacitor at 14 MHz?,Point 2,Point 4,Point 5,Point 6
E5C11,1,Which point in Figure E5-1 best represents the impedance of a series circuit consisting of a 300-ohm resistor and an 18-microhenry inductor at 3.505 MHz?,Point 1,Point 3,Point 7,Point 8
E5C12,0,Which point on Figure E5-1 best represents the impedance of a series circuit consisting of a 300-ohm resistor and a 19-picofarad capacitor at 21.200 MHz?,Point 1,Point 3,Point 7,Point 8
E5D01,0,What is the result of conductor skin effect?,Resistance increases as frequency increases because RF current flows closer to the surface,Resistance decreases as frequency increases because electron mobility increases,Resistance increases as temperature increases because of the change in thermal coefficient,Resistance decreases as temperature increases because of the change in thermal coefficient
E5D02,1,Why is it important to keep lead lengths short for components used in circuits for VHF and above?,To increase the thermal time constant,To minimize inductive reactance,To maintain component lifetime,All these choices are correct
E5D03,2,What is the phase relationship between current and voltage for reactive power?,They are out of phase,They are in phase,They are 90 degrees out of phase,They are 45 degrees out of phase
E5D04,1,Why are short connections used at microwave frequencies?,To increase neutralizing resistance,To reduce phase shift along the connection,To increase compensating capacitance,To reduce noise figure
E5D05,2,What parasitic characteristic causes electrolytic capacitors to be unsuitable for use at RF?,Skin effect,Shunt capacitance,Inductance,Dielectric leakage
E5D06,3,What parasitic characteristic creates an inductor’s self-resonance?,Skin effect,Dielectric loss,Coupling,Inter-turn capacitance
E5D07,1,What combines to create the self-resonance of a component?,The component’s resistance and reactance,The component’s nominal and parasitic reactance,The component’s inductance and capacitance,The component’s electrical length and impedance
E5D08,3,What is the primary cause of loss in film capacitors at RF?,Inductance,Dielectric loss,Self-discharge,Skin effect
E5D09,1,What happens to reactive power in ideal inductors and capacitors?,It is dissipated as heat in the circuit,"Energy is stored in magnetic or electric fields, but power is not dissipated",It is canceled by Coulomb forces in the capacitor and inductor,It is dissipated in the formation of inductive and capacitive fields
E5D10,3,"As a conductor’s diameter increases, what is the effect on its electrical length?",Thickness has no effect on electrical length,It varies randomly,It decreases,It increases
E5D11,1,How much real power is consumed in a circuit consisting of a 100-ohm resistor in series with a 100-ohm inductive reactance drawing 1 ampere?,70.7 watts,100 watts,141.4 watts,200 watts
E5D12,3,What is reactive power?,Power consumed in circuit Q,Power consumed by an inductor’s wire resistance,The power consumed in inductors and capacitors,"Wattless, nonproductive power"
E6A01,2,In what application is gallium arsenide used as a semiconductor material?,In high-current rectifier circuits,In high-power audio circuits,In microwave circuits,In very low-frequency RF circuits
E6A02,0,Which of the following semiconductor materials contains excess free electrons?,N-type,P-type,Bipolar,Insulated gate
E6A03,2,Why does a PN-junction diode not conduct current when reverse biased?,Only P-type semiconductor material can conduct current,Only N-type semiconductor material can conduct current,"Holes in P-type material and electrons in the N-type material are separated by the applied voltage, widening the depletion region","Excess holes in P-type material combine with the electrons in N-type material, converting the entire diode into an insulator"
E6A04,2,What is the name given to an impurity atom that adds holes to a semiconductor crystal structure?,Insulator impurity,N-type impurity,Acceptor impurity,Donor impurity
E6A05,2,How does DC input impedance at the gate of a field-effect transistor (FET) compare with that of a bipolar transistor?,They are both low impedance,An FET has lower input impedance,An FET has higher input impedance,They are both high impedance
E6A06,1,What is the beta of a bipolar junction transistor?,The frequency at which the current gain is reduced to 0.707,The change in collector current with respect to base current,The breakdown voltage of the base-to-collector junction,The switching speed
E6A07,3,Which of the following indicates that a silicon NPN junction transistor is biased on?,Base-to-emitter resistance of approximately 6 ohms to 7 ohms,Base-to-emitter resistance of approximately 0.6 ohms to 0.7 ohms,Base-to-emitter voltage of approximately 6 volts to 7 volts,Base-to-emitter voltage of approximately 0.6 volts to 0.7 volts
E6A08,3,What is the term for the frequency at which the grounded-base current gain of a bipolar junction transistor has decreased to 0.7 of the gain obtainable at 1 kHz?,Corner frequency,Alpha rejection frequency,Beta cutoff frequency,Alpha cutoff frequency
E6A09,0,What is a depletion-mode field-effect transistor (FET)?,An FET that exhibits a current flow between source and drain when no gate voltage is applied,An FET that has no current flow between source and drain when no gate voltage is applied,An FET that exhibits very high electron mobility due to a lack of holes in the N-type material,An FET for which holes are the majority carriers
E6A10,1,"In Figure E6-1, which is the schematic symbol for an N-channel dual-gate MOSFET?",2,4,5,6
E6A11,0,"In Figure E6-1, which is the schematic symbol for a P-channel junction FET?",1,2,3,6
E6A12,3,What is the purpose of connecting Zener diodes between a MOSFET gate and its source or drain?,To provide a voltage reference for the correct amount of reverse-bias gate voltage,To protect the substrate from excessive voltages,To keep the gate voltage within specifications and prevent the device from overheating,To protect the gate from static damage
E6B01,1,What is the most useful characteristic of a Zener diode?,A constant current drop under conditions of varying voltage,A constant voltage drop under conditions of varying current,A negative resistance region,An internal capacitance that varies with the applied voltage
E6B02,3,Which characteristic of a Schottky diode makes it a better choice than a silicon junction diode for use as a power supply rectifier?,Much higher reverse voltage breakdown,More constant reverse avalanche voltage,Longer carrier retention time,Lower forward voltage drop
E6B03,1,What property of an LED's semiconductor material determines its forward voltage drop?,Intrinsic resistance,Band gap,Junction capacitance,Junction depth
E6B04,0,What type of semiconductor device is designed for use as a voltage-controlled capacitor?,Varactor diode,Tunnel diode,Silicon-controlled rectifier,Zener diode
