id,correct,question,a,b,c,d
T4B01,1,What may happen if a transmitter is operated with the microphone gain set too high?,The output power might be too high,The output signal might become distorted,The frequency might vary,The SWR might increase
T4B02,0,Which of the following can be used to enter the operating frequency on a modern transceiver?,The keypad or VFO knob,The CTCSS or DTMF encoder,The Automatic Frequency Control,All of these choices are correct
T4B03,3,What is the purpose of the squelch control on a transceiver?,To set the highest level of volume desired,To set the transmitter power level,To adjust the automatic gain control,To mute receiver output noise when no signal is being received
T4B04,1,What is a way to enable quick access to a favorite frequency on your transceiver?,Enable the CTCSS tones,Store the frequency in a memory channel,Disable the CTCSS tones,Use the scan mode to select the desired frequency
T4B05,2,Which of the following would reduce ignition interference to a receiver?,Change frequency slightly,Decrease the squelch setting,Turn on the noise blanker,Use the RIT control
T4B06,3,Which of the following controls could be used if the voice pitch of a single-sideband signal seems too high or low?,The AGC or limiter,The bandwidth selection,The tone squelch,The receiver RIT or clarifier
T4B07,1,What does the term “RIT” mean?,Receiver Input Tone,Receiver Incremental Tuning,Rectifier Inverter Test,Remote Input Transmitter
T4B08,1,What is the advantage of having multiple receive bandwidth choices on a multimode transceiver?,Permits monitoring several modes at once,Permits noise or interference reduction by selecting a bandwidth matching the mode,Increases the number of frequencies that can be stored in memory,Increases the amount of offset between receive and transmit frequencies
T4B09,2,Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for SSB reception?,500 Hz,1000 Hz,2400 Hz,5000 Hz
T4B10,0,Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for CW reception?,500 Hz,1000 Hz,2400 Hz,5000 Hz
T4B11,0,"What is the function of automatic gain control, or AGC?",To keep received audio relatively constant,To protect an antenna from lightning,To eliminate RF on the station cabling,An asymmetric goniometer control used for antenna matching
T4B12,1,Which of the following could be used to remove power line noise or ignition noise?,Squelch,Noise blanker,Notch filter,All of these choices are correct
T4B13,2,Which of the following is a use for the scanning function of an FM transceiver?,To check incoming signal deviation,To prevent interference to nearby repeaters,To scan through a range of frequencies to check for activity,To check for messages left on a digital bulletin board
T5A01,3,Electrical current is measured in which of the following units?,Volts,Watts,Ohms,Amperes
T5A02,1,Electrical power is measured in which of the following units?,Volts,Watts,Ohms,Amperes
T5A03,3,What is the name for the flow of electrons in an electric circuit?,Voltage,Resistance,Capacitance,Current
T5A04,1,What is the name for a current that flows only in one direction?,Alternating current,Direct current,Normal current,Smooth current
T5A05,0,What is the electrical term for the electromotive force (EMF) that causes electron flow?,Voltage,Ampere-hours,Capacitance,Inductance
T5A06,0,How much voltage does a mobile transceiver typically require?,About 12 volts,About 30 volts,About 120 volts,About 240 volts
T5A07,2,Which of the following is a good electrical conductor?,Glass,Wood,Copper,Rubber
T5A08,1,Which of the following is a good electrical insulator?,Copper,Glass,Aluminum,Mercury
T5A09,0,What is the name for a current that reverses direction on a regular basis?,Alternating current,Direct current,Circular current,Vertical current
T5A10,2,Which term describes the rate at which electrical energy is used?,Resistance,Current,Power,Voltage
T5A11,0,What is the unit of electromotive force?,The volt,The watt,The ampere,The ohm
T5A12,3,What describes the number of times per second that an alternating current makes a complete cycle?,Pulse rate,Speed,Wavelength,Frequency
T5A13,0,In which type of circuit is current the same through all components?,Series,Parallel,Resonant,Branch
T5A14,1,In which type of circuit is voltage the same across all components?,Series,Parallel,Resonant,Branch
T5B01,2,How many milliamperes is 1.5 amperes?,15 milliamperes,150 milliamperes,1500 milliamperes,"15,000 milliamperes"
T5B02,0,"What is another way to specify a radio signal frequency of 1,500,000 hertz?",1500 kHz,1500 MHz,15 GHz,150 kHz
T5B03,2,How many volts are equal to one kilovolt?,One one-thousandth of a volt,One hundred volts,One thousand volts,One million volts
T5B04,0,How many volts are equal to one microvolt?,One one-millionth of a volt,One million volts,One thousand kilovolts,One one-thousandth of a volt
T5B05,1,Which of the following is equal to 500 milliwatts?,0.02 watts,0.5 watts,5 watts,50 watts
T5B06,2,"If an ammeter calibrated in amperes is used to measure a 3000-milliampere current, what reading would it show?",0.003 amperes,0.3 amperes,3 amperes,"3,000,000 amperes"
T5B07,2,"If a frequency display calibrated in megahertz shows a reading of 3.525 MHz, what would it show if it were calibrated in kilohertz?",0.003525 kHz,35.25 kHz,3525 kHz,"3,525,000 kHz"
T5B08,1,"How many microfarads are equal to 1,000,000 picofarads?",0.001 microfarads,1 microfarad,1000 microfarads,"1,000,000,000 microfarads"
T5B09,1,"What is the approximate amount of change, measured in decibels (dB), of a power increase from 5 watts to 10 watts?",2 dB,3 dB,5 dB,10 dB
T5B10,2,"What is the approximate amount of change, measured in decibels (dB), of a power decrease from 12 watts to 3 watts?",-1 dB,-3 dB,-6 dB,-9 dB
T5B11,0,"What is the amount of change, measured in decibels (dB), of a power increase from 20 watts to 200 watts?",10 dB,12 dB,18 dB,28 dB
T5B12,0,"Which of the following frequencies is equal to 28,400 kHz?",28.400 MHz,2.800 MHz,284.00 MHz,28.400 kHz
T5B13,2,"If a frequency display shows a reading of 2425 MHz, what frequency is that in GHz?",0.002425 GHz,24.25 GHz,2.425 GHz,2425 GHz
T5C01,3,What is the ability to store energy in an electric field called?,Inductance,Resistance,Tolerance,Capacitance
T5C02,0,What is the basic unit of capacitance?,The farad,The ohm,The volt,The henry
T5C03,3,What is the ability to store energy in a magnetic field called?,Admittance,Capacitance,Resistance,Inductance
T5C04,2,What is the basic unit of inductance?,The coulomb,The farad,The henry,The ohm
T5C05,0,What is the unit of frequency?,Hertz,Henry,Farad,Tesla
T5C06,0,What does the abbreviation “RF” refer to?,Radio frequency signals of all types,The resonant frequency of a tuned circuit,The real frequency transmitted as opposed to the apparent frequency,Reflective force in antenna transmission lines
T5C07,1,A radio wave is made up of what type of energy?,Pressure,Electromagnetic,Gravity,Thermal
T5C08,0,What is the formula used to calculate electrical power in a DC circuit?,Power (P) equals voltage (E) multiplied by current (I),Power (P) equals voltage (E) divided by current (I),Power (P) equals voltage (E) minus current (I),Power (P) equals voltage (E) plus current (I)
T5C09,0,How much power is being used in a circuit when the applied voltage is 13.8 volts DC and the current is 10 amperes?,138 watts,0.7 watts,23.8 watts,3.8 watts
T5C10,1,How much power is being used in a circuit when the applied voltage is 12 volts DC and the current is 2.5 amperes?,4.8 watts,30 watts,14.5 watts,0.208 watts
T5C11,1,How many amperes are flowing in a circuit when the applied voltage is 12 volts DC and the load is 120 watts?,0.1 amperes,10 amperes,12 amperes,132 amperes
T5C12,0,What is impedance?,A measure of the opposition to AC current flow in a circuit,The inverse of resistance,The Q or Quality Factor of a component,The power handling capability of a component
T5C13,3,What is a unit of impedance?,Volts,Amperes,Coulombs,Ohms
T5C14,3,What is the proper abbreviation for megahertz?,mHz,mhZ,Mhz,MHz
T5D01,1,What formula is used to calculate current in a circuit?,Current (I) equals voltage (E) multiplied by resistance (R),Current (I) equals voltage (E) divided by resistance (R),Current (I) equals voltage (E) added to resistance (R),Current (I) equals voltage (E) minus resistance (R)
T5D02,0,What formula is used to calculate voltage in a circuit?,Voltage (E) equals current (I) multiplied by resistance (R),Voltage (E) equals current (I) divided by resistance (R),Voltage (E) equals current (I) added to resistance (R),Voltage (E) equals current (I) minus resistance (R)
T5D03,1,What formula is used to calculate resistance in a circuit?,Resistance (R) equals voltage (E) multiplied by current (I),Resistance (R) equals voltage (E) divided by current (I),Resistance (R) equals voltage (E) added to current (I),Resistance (R) equals voltage (E) minus current (I)
T5D04,1,What is the resistance of a circuit in which a current of 3 amperes flows through a resistor connected to 90 volts?,3 ohms,30 ohms,93 ohms,270 ohms
T5D05,2,What is the resistance in a circuit for which the applied voltage is 12 volts and the current flow is 1.5 amperes?,18 ohms,0.125 ohms,8 ohms,13.5 ohms
T5D06,0,What is the resistance of a circuit that draws 4 amperes from a 12-volt source?,3 ohms,16 ohms,48 ohms,8 ohms
T5D07,3,What is the current in a circuit with an applied voltage of 120 volts and a resistance of 80 ohms?,9600 amperes,200 amperes,0.667 amperes,1.5 amperes
T5D08,2,What is the current through a 100-ohm resistor connected across 200 volts?,"20,000 amperes",0.5 amperes,2 amperes,100 amperes
T5D09,2,What is the current through a 24-ohm resistor connected across 240 volts?,"24,000 amperes",0.1 amperes,10 amperes,216 amperes
T5D10,0,What is the voltage across a 2-ohm resistor if a current of 0.5 amperes flows through it?,1 volt,0.25 volts,2.5 volts,1.5 volts
T5D11,1,What is the voltage across a 10-ohm resistor if a current of 1 ampere flows through it?,1 volt,10 volts,11 volts,9 volts
T5D12,3,What is the voltage across a 10-ohm resistor if a current of 2 amperes flows through it?,8 volts,0.2 volts,12 volts,20 volts
T5D13,1,What happens to current at the junction of two components in series?,It divides equally between them,It is unchanged,It divides based on the on the value of the components,The current in the second component is zero
T5D14,0,What happens to current at the junction of two components in parallel?,It divides between them dependent on the value of the components,It is the same in both components,Its value doubles,Its value is halved
T5D15,2,What is the voltage across each of two components in series with a voltage source?,The same voltage as the source,Half the source voltage,It is determined by the type and value of the components,Twice the source voltage
T5D16,3,What is the voltage across each of two components in parallel with a voltage source?,It is determined by the type and value of the components,Half the source voltage,Twice the source voltage,The same voltage as the source
T6A01,1,What electrical component opposes the flow of current in a DC circuit?,Inductor,Resistor,Voltmeter,Transformer
T6A02,2,What type of component is often used as an adjustable volume control?,Fixed resistor,Power resistor,Potentiometer,Transformer
T6A03,1,What electrical parameter is controlled by a potentiometer?,Inductance,Resistance,Capacitance,Field strength
T6A04,1,What electrical component stores energy in an electric field?,Resistor,Capacitor,Inductor,Diode
T6A05,3,What type of electrical component consists of two or more conductive surfaces separated by an insulator?,Resistor,Potentiometer,Oscillator,Capacitor
T6A06,2,What type of electrical component stores energy in a magnetic field?,Resistor,Capacitor,Inductor,Diode
T6A07,3,What electrical component usually is constructed as a coil of wire?,Switch,Capacitor,Diode,Inductor
T6A08,1,What electrical component is used to connect or disconnect electrical circuits?,Magnetron,Switch,Thermistor,All of these choices are correct
T6A09,0,What electrical component is used to protect other circuit components from current overloads?,Fuse,Capacitor,Inductor,All of these choices are correct
T6A10,3,Which of the following battery types is rechargeable?,Nickel-metal hydride,Lithium-ion,Lead-acid gel-cell,All of these choices are correct
T6A11,1,Which of the following battery types is not rechargeable?,Nickel-cadmium,Carbon-zinc,Lead-acid,Lithium-ion
T6B01,3,What class of electronic components uses a voltage or current signal to control current flow?,Capacitors,Inductors,Resistors,Transistors
T6B02,2,What electronic component allows current to flow in only one direction?,Resistor,Fuse,Diode,Driven element
T6B03,2,Which of these components can be used as an electronic switch or amplifier?,Oscillator,Potentiometer,Transistor,Voltmeter
T6B04,1,Which of the following components can consist of three layers of semiconductor material?,Alternator,Transistor,Triode,Pentagrid converter
T6B05,0,Which of the following electronic components can amplify signals?,Transistor,Variable resistor,Electrolytic capacitor,Multi-cell battery
T6B06,1,How is the cathode lead of a semiconductor diode often marked on the package?,"With the word ""cathode""",With a stripe,With the letter C,With the letter K
T6B07,1,What does the abbreviation LED stand for?,Low Emission Diode,Light Emitting Diode,Liquid Emission Detector,Long Echo Delay
T6B08,0,What does the abbreviation FET stand for?,Field Effect Transistor,Fast Electron Transistor,Free Electron Transmitter,Frequency Emission Transmitter
T6B09,2,What are the names of the two electrodes of a diode?,Plus and minus,Source and drain,Anode and cathode,Gate and base
T6B10,1,Which of the following could be the primary gain-producing component in an RF power amplifier?,Transformer,Transistor,Reactor,Resistor
T6B11,0,What is the term that describes a device's ability to amplify a signal?,Gain,Forward resistance,Forward voltage drop,On resistance
T6C01,2,What is the name of an electrical wiring diagram that uses standard component symbols?,Bill of materials,Connector pinout,Schematic,Flow chart
T6C02,0,What is component 1 in figure T1?,Resistor,Transistor,Battery,Connector
T6C03,1,What is component 2 in figure T1?,Resistor,Transistor,Indicator lamp,Connector
T6C04,2,What is component 3 in figure T1?,Resistor,Transistor,Lamp,Ground symbol
T6C05,2,What is component 4 in figure T1?,Resistor,Transistor,Battery,Ground symbol
T6C06,1,What is component 6 in figure T2?,Resistor,Capacitor,Regulator IC,Transistor
T6C07,3,What is component 8 in figure T2?,Resistor,Inductor,Regulator IC,Light emitting diode
T6C08,2,What is component 9 in figure T2?,Variable capacitor,Variable inductor,Variable resistor,Variable transformer
T6C09,3,What is component 4 in figure T2?,Variable inductor,Double-pole switch,Potentiometer,Transformer
T6C10,3,What is component 3 in figure T3?,Connector,Meter,Variable capacitor,Variable inductor
T6C11,0,What is component 4 in figure T3?,Antenna,Transmitter,Dummy load,Ground
T6C12,0,What do the symbols on an electrical schematic represent?,Electrical components,Logic states,Digital codes,Traffic nodes
T6C13,2,Which of the following is accurately represented in electrical schematics?,Wire lengths,Physical appearance of components,The way components are interconnected,All of these choices are correct
T6D01,1,Which of the following devices or circuits changes an alternating current into a varying direct current signal?,Transformer,Rectifier,Amplifier,Reflector
T6D02,0,What is a relay?,An electrically-controlled switch,A current controlled amplifier,An optical sensor,A pass transistor
T6D03,0,What type of switch is represented by component 3 in figure T2?,Single-pole single-throw,Single-pole double-throw,Double-pole single-throw,Double-pole double-throw
T6D04,2,Which of the following displays an electrical quantity as a numeric value?,Potentiometer,Transistor,Meter,Relay
T6D05,0,What type of circuit controls the amount of voltage from a power supply?,Regulator,Oscillator,Filter,Phase inverter
T6D06,1,What component is commonly used to change 120V AC house current to a lower AC voltage for other uses?,Variable capacitor,Transformer,Transistor,Diode
T6D07,0,Which of the following is commonly used as a visual indicator?,LED,FET,Zener diode,Bipolar transistor
T6D08,3,Which of the following is combined with an inductor to make a tuned circuit?,Resistor,Zener diode,Potentiometer,Capacitor
T6D09,2,What is the name of a device that combines several semiconductors and other components into one package?,Transducer,Multi-pole relay,Integrated circuit,Transformer
T6D10,2,What is the function of component 2 in Figure T1?,Give off light when current flows through it,Supply electrical energy,Control the flow of current,Convert electrical energy into radio waves
T6D11,0,Which of the following is a resonant or tuned circuit?,An inductor and a capacitor connected in series or parallel to form a filter,A type of voltage regulator,A resistor circuit used for reducing standing wave ratio,A circuit designed to provide high-fidelity audio
T6D12,2,Which of the following is a common reason to use shielded wire?,To decrease the resistance of DC power connections,To increase the current carrying capability of the wire,To prevent coupling of unwanted signals to or from the wire,To couple the wire to other signals
T7A01,1,Which term describes the ability of a receiver to detect the presence of a signal?,Linearity,Sensitivity,Selectivity,Total Harmonic Distortion
T7A02,1,What is a transceiver?,A type of antenna switch,A unit combining the functions of a transmitter and a receiver,A component in a repeater that filters out unwanted interference,A type of antenna matching network
T7A03,1,Which of the following is used to convert a radio signal from one frequency to another?,Phase splitter,Mixer,Inverter,Amplifier
T7A04,2,Which term describes the ability of a receiver to discriminate between multiple signals?,Discrimination ratio,Sensitivity,Selectivity,Harmonic distortion
T7A05,3,What is the name of a circuit that generates a signal at a specific frequency?,Reactance modulator,Product detector,Low-pass filter,Oscillator
T7A06,2,What device converts the RF input and output of a transceiver to another band?,High-pass filter,Low-pass filter,Transverter,Phase converter
T7A07,3,What is meant by “PTT”?,Pre-transmission tuning to reduce transmitter harmonic emission,Precise tone transmissions used to limit repeater access to only certain signals,A primary transformer tuner use to match antennas,The push-to-talk function that switches between receive and transmit
T7A08,2,Which of the following describes combining speech with an RF carrier signal?,Impedance matching,Oscillation,Modulation,Low-pass filtering
T7A09,1,What is the function of the SSB/CW-FM switch on a VHF power amplifier?,Change the mode of the transmitted signal,Set the amplifier for proper operation in the selected mode,Change the frequency range of the amplifier to operate in the proper portion of the band,Reduce the received signal noise
T7A10,1,What device increases the low-power output from a handheld transceiver?,A voltage divider,An RF power amplifier,An impedance network,All of these choices are correct
T7A11,0,Where is an RF preamplifier installed?,Between the antenna and receiver,At the output of the transmitter's power amplifier,Between a transmitter and antenna tuner,At the receiver's audio output
T7B01,3,What can you do if you are told your FM handheld or mobile transceiver is over-deviating?,Talk louder into the microphone,Let the transceiver cool off,Change to a higher power level,Talk farther away from the microphone
T7B02,0,What would cause a broadcast AM or FM radio to receive an amateur radio transmission unintentionally?,The receiver is unable to reject strong signals outside the AM or FM band,The microphone gain of the transmitter is turned up too high,The audio amplifier of the transmitter is overloaded,The deviation of an FM transmitter is set too low
T7B03,3,Which of the following can cause radio frequency interference?,Fundamental overload,Harmonics,Spurious emissions,All of these choices are correct
T7B04,3,Which of the following is a way to reduce or eliminate interference from an amateur transmitter to a nearby telephone?,Put a filter on the amateur transmitter,Reduce the microphone gain,Reduce the SWR on the transmitter transmission line,Put an RF filter on the telephone
T7B05,0,How can overload of a non-amateur radio or TV receiver by an amateur signal be reduced or eliminated?,Block the amateur signal with a filter at the antenna input of the affected receiver,Block the interfering signal with a filter on the amateur transmitter,Switch the transmitter from FM to SSB,Switch the transmitter to a narrow-band mode
T7B06,0,Which of the following actions should you take if a neighbor tells you that your station’s transmissions are interfering with their radio or TV reception?,Make sure that your station is functioning properly and that it does not cause interference to your own radio or television when it is tuned to the same channel,Immediately turn off your transmitter and contact the nearest FCC office for assistance,Tell them that your license gives you the right to transmit and nothing can be done to reduce the interference,Install a harmonic doubler on the output of your transmitter and tune it until the interference is eliminated
T7B07,3,Which of the following can reduce overload to a VHF transceiver from a nearby FM broadcast station?,RF preamplifier,Double-shielded coaxial cable,Using headphones instead of the speaker,Band-reject filter
T7B08,3,What should you do if something in a neighbor’s home is causing harmful interference to your amateur station?,Work with your neighbor to identify the offending device,Politely inform your neighbor about the rules that prohibit the use of devices that cause interference,Check your station and make sure it meets the standards of good amateur practice,All of these choices are correct
T7B09,0,What is a Part 15 device?,An unlicensed device that may emit low-powered radio signals on frequencies used by a licensed service,An amplifier that has been type-certified for amateur radio,A device for long-distance communications using special codes sanctioned by the International Amateur Radio Union,A type of test set used to determine whether a transmitter complies with FCC regulation 91.15
T7B10,3,What might be a problem if you receive a report that your audio signal through the repeater is distorted or unintelligible?,Your transmitter is slightly off frequency,Your batteries are running low,You are in a bad location,All of these choices are correct
T7B11,2,What is a symptom of RF feedback in a transmitter or transceiver?,Excessive SWR at the antenna connection,The transmitter will not stay on the desired frequency,"Reports of garbled, distorted, or unintelligible voice transmissions",Frequent blowing of power supply fuses
T7B12,3,What should be the first step to resolve cable TV interference from your ham radio transmission?,Add a low-pass filter to the TV antenna input,Add a high-pass filter to the TV antenna input,Add a preamplifier to the TV antenna input,Be sure all TV coaxial connectors are installed properly
T7C01,0,What is the primary purpose of a dummy load?,To prevent transmitting signals over the air when making tests,To prevent over-modulation of a transmitter,To improve the efficiency of an antenna,To improve the signal-to-noise ratio of a receiver
T7C02,1,Which of the following instruments can be used to determine if an antenna is resonant at the desired operating frequency?,A VTVM,An antenna analyzer,A Q meter,A frequency counter
T7C03,0,"What, in general terms, is standing wave ratio (SWR)?",A measure of how well a load is matched to a transmission line,The ratio of high to low impedance in a feed line,The transmitter efficiency ratio,An indication of the quality of your station’s ground connection
T7C04,2,What reading on an SWR meter indicates a perfect impedance match between the antenna and the feed line?,2 to 1,1 to 3,1 to 1,10 to 1
T7C05,0,Why do most solid-state amateur radio transmitters reduce output power as SWR increases?,To protect the output amplifier transistors,To comply with FCC rules on spectral purity,Because power supplies cannot supply enough current at high SWR,To improve the impedance match to the feed line
T7C06,3,What does an SWR reading of 4:1 indicate?,Loss of -4 dB,Good impedance match,Gain of +4 dB,Impedance mismatch
T7C07,2,What happens to power lost in a feed line?,It increases the SWR,It comes back into your transmitter and could cause damage,It is converted into heat,It can cause distortion of your signal
T7C08,3,What instrument other than an SWR meter could you use to determine if a feed line and antenna are properly matched?,Voltmeter,Ohmmeter,Iambic pentameter,Directional wattmeter
T7C09,0,Which of the following is the most common cause for failure of coaxial cables?,Moisture contamination,Gamma rays,The velocity factor exceeds 1.0,Overloading
T7C10,3,Why should the outer jacket of coaxial cable be resistant to ultraviolet light?,Ultraviolet resistant jackets prevent harmonic radiation,Ultraviolet light can increase losses in the cable’s jacket,"Ultraviolet and RF signals can mix, causing interference",Ultraviolet light can damage the jacket and allow water to enter the cable
T7C11,2,What is a disadvantage of air core coaxial cable when compared to foam or solid dielectric types?,It has more loss per foot,It cannot be used for VHF or UHF antennas,It requires special techniques to prevent water absorption,It cannot be used at below freezing temperatures
T7C12,1,What does a dummy load consist of?,A high-gain amplifier and a TR switch,A non-inductive resistor and a heat sink,A low-voltage power supply and a DC relay,A 50 ohm reactance used to terminate a transmission line
T7D01,1,Which instrument would you use to measure electric potential or electromotive force?,An ammeter,A voltmeter,A wavemeter,An ohmmeter
T7D02,1,What is the correct way to connect a voltmeter to a circuit?,In series with the circuit,In parallel with the circuit,In quadrature with the circuit,In phase with the circuit
T7D03,0,How is a simple ammeter connected to a circuit?,In series with the circuit,In parallel with the circuit,In quadrature with the circuit,In phase with the circuit
T7D04,3,Which instrument is used to measure electric current?,An ohmmeter,A wavemeter,A voltmeter,An ammeter
T7D05,3,What instrument is used to measure resistance?,An oscilloscope,A spectrum analyzer,A noise bridge,An ohmmeter
T7D06,2,Which of the following might damage a multimeter?,Measuring a voltage too small for the chosen scale,Leaving the meter in the milliamps position overnight,Attempting to measure voltage when using the resistance setting,Not allowing it to warm up properly
T7D07,3,Which of the following measurements are commonly made using a multimeter?,SWR and RF power,Signal strength and noise,Impedance and reactance,Voltage and resistance
T7D08,2,Which of the following types of solder is best for radio and electronic use?,Acid-core solder,Silver solder,Rosin-core solder,Aluminum solder
T7D09,2,What is the characteristic appearance of a cold solder joint?,Dark black spots,A bright or shiny surface,A grainy or dull surface,A greenish tint
T7D10,1,"What is probably happening when an ohmmeter, connected across an unpowered circuit, initially indicates a low resistance and then shows increasing resistance with time?",The ohmmeter is defective,The circuit contains a large capacitor,The circuit contains a large inductor,The circuit is a relaxation oscillator
T7D11,1,Which of the following precautions should be taken when measuring circuit resistance with an ohmmeter?,Ensure that the applied voltages are correct,Ensure that the circuit is not powered,Ensure that the circuit is grounded,Ensure that the circuit is operating at the correct frequency
T7D12,1,Which of the following precautions should be taken when measuring high voltages with a voltmeter?,Ensure that the voltmeter has very low impedance,Ensure that the voltmeter and leads are rated for use at the voltages to be measured,Ensure that the circuit is grounded through the voltmeter,Ensure that the voltmeter is set to the correct frequency
T8A01,2,Which of the following is a form of amplitude modulation?,Spread spectrum,Packet radio,Single sideband,Phase shift keying (PSK)
T8A02,0,What type of modulation is most commonly used for VHF packet radio transmissions?,FM,SSB,AM,PSK
T8A03,2,Which type of voice mode is most often used for long-distance (weak signal) contacts on the VHF and UHF bands?,FM,DRM,SSB,PM
T8A04,3,Which type of modulation is most commonly used for VHF and UHF voice repeaters?,AM,SSB,PSK,FM
T8A05,2,Which of the following types of emission has the narrowest bandwidth?,FM voice,SSB voice,CW,Slow-scan TV
T8A06,0,"Which sideband is normally used for 10 meter HF, VHF, and UHF single-sideband communications?",Upper sideband,Lower sideband,Suppressed sideband,Inverted sideband
T8A07,2,What is an advantage of single sideband (SSB) over FM for voice transmissions?,SSB signals are easier to tune,SSB signals are less susceptible to interference,SSB signals have narrower bandwidth,All of these choices are correct
T8A08,1,What is the approximate bandwidth of a single sideband (SSB) voice signal?,1 kHz,3 kHz,6 kHz,15 kHz
T8A09,2,What is the approximate bandwidth of a VHF repeater FM phone signal?,Less than 500 Hz,About 150 kHz,Between 10 and 15 kHz,Between 50 and 125 kHz
T8A10,1,What is the typical bandwidth of analog fast-scan TV transmissions on the 70 centimeter band?,More than 10 MHz,About 6 MHz,About 3 MHz,About 1 MHz
T8A11,1,What is the approximate maximum bandwidth required to transmit a CW signal?,2.4 kHz,150 Hz,1000 Hz,15 kHz
T8C01,2,Which of the following methods is used to locate sources of noise interference or jamming?,Echolocation,Doppler radar,Radio direction finding,Phase locking
T8C02,1,Which of these items would be useful for a hidden transmitter hunt?,Calibrated SWR meter,A directional antenna,A calibrated noise bridge,All of these choices are correct
T8C03,0,What operating activity involves contacting as many stations as possible during a specified period?,Contesting,Net operations,Public service events,Simulated emergency exercises
T8C04,2,Which of the following is good procedure when contacting another station in a radio contest?,Sign only the last two letters of your call if there are many other stations calling,Contact the station twice to be sure that you are in his log,Send only the minimum information needed for proper identification and the contest exchange,All of these choices are correct
T8C05,0,What is a grid locator?,A letter-number designator assigned to a geographic location,A letter-number designator assigned to an azimuth and elevation,An instrument for neutralizing a final amplifier,An instrument for radio direction finding
T8C06,1,How is access to some IRLP nodes accomplished?,By obtaining a password that is sent via voice to the node,By using DTMF signals,By entering the proper internet password,By using CTCSS tone codes
T8C07,3,What is meant by Voice Over Internet Protocol (VoIP) as used in amateur radio?,A set of rules specifying how to identify your station when linked over the internet to another station,A set of guidelines for contacting DX stations during contests using internet access,A technique for measuring the modulation quality of a transmitter using remote sites monitored via the internet,A method of delivering voice communications over the internet using digital techniques
T8C08,0,What is the Internet Radio Linking Project (IRLP)?,"A technique to connect amateur radio systems, such as repeaters, via the internet using Voice Over Internet Protocol (VoIP)",A system for providing access to websites via amateur radio,A system for informing amateurs in real time of the frequency of active DX stations,A technique for measuring signal strength of an amateur transmitter via the internet
T8C09,3,How might you obtain a list of active nodes that use VoIP?,By subscribing to an on line service,From on line repeater lists maintained by the local repeater frequency coordinator,From a repeater directory,All of these choices are correct
T8C10,3,What must be done before you may use the EchoLink system to communicate using a repeater?,You must complete the required EchoLink training,You must have purchased a license to use the EchoLink software,You must be sponsored by a current EchoLink user,You must register your call sign and provide proof of license
T8C11,0,What name is given to an amateur radio station that is used to connect other amateur stations to the internet?,A gateway,A repeater,A digipeater,A beacon
T8D01,3,Which of the following is a digital communications mode?,Packet radio,IEEE 802.11,JT65,All of these choices are correct
T8D02,0,What does the term “APRS” mean?,Automatic Packet Reporting System,Associated Public Radio Station,Auto Planning Radio Set-up,Advanced Polar Radio System
T8D03,3,Which of the following devices is used to provide data to the transmitter when sending automatic position reports from a mobile amateur radio station?,The vehicle speedometer,A WWV receiver,A connection to a broadcast FM sub-carrier receiver,A Global Positioning System receiver
T8D04,2,"What type of transmission is indicated by the term ""NTSC?""",A Normal Transmission mode in Static Circuit,A special mode for earth satellite uplink,An analog fast scan color TV signal,A frame compression scheme for TV signals
T8D05,0,Which of the following is an application of APRS (Automatic Packet Reporting System)?,Providing real-time tactical digital communications in conjunction with a map showing the locations of stations,Showing automatically the number of packets transmitted via PACTOR during a specific time interval,Providing voice over internet connection between repeaters,Providing information on the number of stations signed into a repeater
T8D06,1,"What does the abbreviation ""PSK"" mean?",Pulse Shift Keying,Phase Shift Keying,Packet Short Keying,Phased Slide Keying
T8D07,0,Which of the following best describes DMR (Digital Mobile Radio)?,A technique for time-multiplexing two digital voice signals on a single 12.5 kHz repeater channel,An automatic position tracking mode for FM mobiles communicating through repeaters,An automatic computer logging technique for hands-off logging when communicating while operating a vehicle,A digital technique for transmitting on two repeater inputs simultaneously for automatic error correction
T8D08,3,Which of the following may be included in packet transmissions?,A check sum that permits error detection,A header that contains the call sign of the station to which the information is being sent,Automatic repeat request in case of error,All of these choices are correct
T8D09,2,What code is used when sending CW in the amateur bands?,Baudot,Hamming,International Morse,All of these choices are correct
T8D10,3,Which of the following operating activities is supported by digital mode software in the WSJT suite?,Moonbounce or Earth-Moon-Earth,Weak-signal propagation beacons,Meteor scatter,All of these choices are correct
T8D11,2,What is an ARQ transmission system?,A special transmission format limited to video signals,A system used to encrypt command signals to an amateur radio satellite,A digital scheme whereby the receiving station detects errors and sends a request to the sending station to retransmit the information,A method of compressing the data in a message so more information can be sent in a shorter time
T8D12,0,"Which of the following best describes Broadband-Hamnet(TM), also referred to as a high-speed multi-media network?",An amateur-radio-based data network using commercial Wi-Fi gear with modified firmware,A wide-bandwidth digital voice mode employing DRM protocols,A satellite communications network using modified commercial satellite TV hardware,An internet linking protocol used to network repeaters
T8D13,1,What is FT8?,A wideband FM voice mode,A digital mode capable of operating in low signal-to-noise conditions that transmits on 15-second intervals,An eight channel multiplex mode for FM repeaters,A digital slow scan TV mode with forward error correction and automatic color compensation
