id,correct,question,a,b,c,d
E3A06,1,What might help to restore contact when DX signals become too weak to copy across an entire HF band a few hours after sunset?,Switch to a higher frequency HF band,Switch to a lower frequency HF band,Wait 90 minutes or so for the signal degradation to pass,Wait 24 hours before attempting another communication on the band
E3A07,2,Atmospheric ducts capable of propagating microwave signals often form over what geographic feature?,Mountain ranges,Forests,Bodies of water,Urban areas
E3A08,0,"When a meteor strikes the Earth's atmosphere, a cylindrical region of free electrons is formed at what layer of the ionosphere?",The E layer,The F1 layer,The F2 layer,The D layer
E3A09,2,Which of the following frequency ranges is most suited for meteor scatter communications?,1.8 MHz - 1.9 MHz,10 MHz - 14 MHz,28 MHz - 148 MHz,220 MHz - 450 MHz
E3A10,1,Which type of atmospheric structure can create a path for microwave propagation?,The jet stream,Temperature inversion,Wind shear,Dust devil
E3A11,1,What is a typical range for tropospheric propagation of microwave signals?,10 miles to 50 miles,100 miles to 300 miles,1200 miles,2500 miles
E3A12,2,What is the cause of auroral activity?,The interaction in the F2 layer between the solar wind and the Van Allen belt,An extreme low-pressure area in the polar regions,The interaction in the E layer of charged particles from the Sun with the Earth's magnetic field,Meteor showers concentrated in the extreme northern and southern latitudes
E3A13,0,Which of these emission modes is best for auroral propagation?,CW,SSB,FM,RTTY
E3A14,1,What is meant by circularly polarized electromagnetic waves?,Waves with an electric field bent into a circular shape,Waves with a rotating electric field,Waves that circle the Earth,Waves produced by a loop antenna
E3B01,0,What is transequatorial propagation?,Propagation between two mid-latitude points at approximately the same distance north and south of the magnetic equator,Propagation between points located on the magnetic equator,Propagation between a point on the equator and its antipodal point,Propagation between points at the same latitude
E3B02,2,What is the approximate maximum range for signals using transequatorial propagation?,1000 miles,2500 miles,5000 miles,7500 miles
E3B03,2,What is the best time of day for transequatorial propagation?,Morning,Noon,Afternoon or early evening,Late at night
E3B04,1,"What is meant by the terms ""extraordinary"" and ""ordinary"" waves?","Extraordinary waves describe rare long-skip propagation compared to ordinary waves, which travel shorter distances",Independent waves created in the ionosphere that are elliptically polarized,Long-path and short-path waves,Refracted rays and reflected waves
E3B05,2,Which amateur bands typically support long-path propagation?,Only 160 meters to 40 meters,Only 30 meters to 10 meters,160 meters to 10 meters,6 meters to 2 meters
E3B06,1,Which of the following amateur bands most frequently provides long-path propagation?,80 meters,20 meters,10 meters,6 meters
E3B07,2,What happens to linearly polarized radio waves that split into ordinary and extraordinary waves in the ionosphere?,They are bent toward the magnetic poles,They become depolarized,They become elliptically polarized,They become phase locked
E3B08,3,What is the term for the long path opening that exists between two points on the Earth which are simultaneously near sunrise and sunset?,Transequatorial,Sporadic E,Long-path,Grayline
E3B09,0,At what time of year is sporadic E propagation most likely to occur?,"Around the solstices, especially the summer solstice","Around the solstices, especially the winter solstice","Around the equinoxes, especially the spring equinox","Around the equinoxes, especially the fall equinox"
E3B10,0,Why is chordal hop propagation desirable?,The signal experiences less loss compared to multi-hop using Earth as a reflector,The MUF for chordal hop propagation is much lower than for normal skip propagation,Atmospheric noise is lower in the direction of chordal hop propagation,Signals travel faster along ionospheric chords
E3B11,3,At what time of day can sporadic E propagation occur?,Only around sunset,Only around sunset and sunrise,Only in hours of darkness,Any time
E3B12,1,What is the primary characteristic of chordal hop propagation?,Propagation away from the great circle bearing between stations,Successive ionospheric refractions without an intermediate reflection from the ground,Propagation across the geomagnetic equator,Signals reflected back toward the transmitting station
E3C01,1,"What does the radio communication term ""ray tracing"" describe?",The process in which an electronic display presents a pattern,Modeling a radio wave's path through the ionosphere,Determining the radiation pattern from an array of antennas,Evaluating high voltage sources for x-rays
E3C02,0,What is indicated by a rising A or K index?,Increasing disruption of the geomagnetic field,Decreasing disruption of the geomagnetic field,Higher levels of solar UV radiation,An increase in the critical frequency
E3C03,1,Which of the following signal paths is most likely to experience high levels of absorption when the A index or K index is elevated?,Transequatorial,Polar,Sporadic E,NVIS
E3C04,2,What does the value of Bz (B sub Z) represent?,Geomagnetic field stability,Critical frequency for vertical transmissions,Direction and strength of the interplanetary magnetic field,Duration of long-delayed echoes
E3C05,0,What orientation of Bz (B sub z) increases the likelihood that incoming particles from the sun will cause disturbed conditions?,Southward,Northward,Eastward,Westward
E3C06,0,By how much does the VHF/UHF radio horizon distance exceed the geometric horizon?,By approximately 15 percent of the distance,By approximately twice the distance,By approximately 50 percent of the distance,By approximately four times the distance
E3C07,3,Which of the following descriptors indicates the greatest solar flare intensity?,Class A,Class B,Class M,Class X
E3C08,0,What does the space weather term G5 mean?,An extreme geomagnetic storm,Very low solar activity,Moderate solar wind,Waning sunspot numbers
E3C09,1,How does the intensity of an X3 flare compare to that of an X2 flare?,10 percent greater,50 percent greater,Twice as great,Four times as great
E3C10,1,What does the 304A solar parameter measure?,"The ratio of x-ray flux to radio flux, correlated to sunspot number","UV emissions at 304 angstroms, correlated to the solar flux index","The solar wind velocity at 304 degrees from the solar equator, correlated to solar activity","The solar emission at 304 GHz, correlated to x-ray flare levels"
E3C11,2,What does VOACAP software model?,AC voltage and impedance,VHF radio propagation,HF propagation,AC current and impedance
E3C12,2,How does the maximum range of ground-wave propagation change when the signal frequency is increased?,It stays the same,It increases,It decreases,It peaks at roughly 14 MHz
E3C13,0,What type of polarization is best for ground-wave propagation?,Vertical,Horizontal,Circular,Elliptical
E3C14,3,Why does the radio-path horizon distance exceed the geometric horizon?,E-region skip,D-region skip,Due to the Doppler effect,Downward bending due to density variations in the atmosphere
E3C15,1,What might be indicated by a sudden rise in radio background noise across a large portion of the HF spectrum?,A temperature inversion has occurred,A solar flare has occurred,Increased transequatorial propagation is likely,Long-path propagation is likely
E4A01,0,Which of the following limits the highest frequency signal that can be accurately displayed on a digital oscilloscope?,Sampling rate of the analog-to-digital converter,Amount of memory,Q of the circuit,All these choices are correct
E4A02,1,Which of the following parameters does a spectrum analyzer display on the vertical and horizontal axes?,RF amplitude and time,RF amplitude and frequency,SWR and frequency,SWR and time
E4A03,1,Which of the following test instruments is used to display spurious signals and/or intermodulation distortion products generated by an SSB transmitter?,A wattmeter,A spectrum analyzer,A logic analyzer,A time-domain reflectometer
E4A04,0,How is the compensation of an oscilloscope probe typically adjusted?,A square wave is displayed and the probe is adjusted until the horizontal portions of the displayed wave are as nearly flat as possible,A high frequency sine wave is displayed and the probe is adjusted for maximum amplitude,A frequency standard is displayed and the probe is adjusted until the deflection time is accurate,A DC voltage standard is displayed and the probe is adjusted until the displayed voltage is accurate
E4A05,3,What is the purpose of the prescaler function on a frequency counter?,It amplifies low-level signals for more accurate counting,It multiplies a higher frequency signal so a low-frequency counter can display the operating frequency,It prevents oscillation in a low-frequency counter circuit,It divides a higher frequency signal so a low-frequency counter can display the input frequency
E4A06,0,What is the effect of aliasing on a digital oscilloscope caused by setting the time base too slow?,"A false, jittery low-frequency version of the signal is displayed",All signals will have a DC offset,Calibration of the vertical scale is no longer valid,"Excessive blanking occurs, which prevents display of the signal"
E4A07,1,Which of the following is an advantage of using an antenna analyzer compared to an SWR bridge to measure antenna SWR?,Antenna analyzers automatically tune your antenna for resonance,Antenna analyzers do not need an external RF source,Antenna analyzers display a time-varying representation of the modulation envelope,All these choices are correct
E4A08,3,Which of the following measures SWR?,A spectrum analyzer,A Q meter,An ohmmeter,An antenna analyzer
E4A09,0,Which of the following is good practice when using an oscilloscope probe?,Keep the signal ground connection of the probe as short as possible,Never use a high-impedance probe to measure a low-impedance circuit,Never use a DC-coupled probe to measure an AC circuit,All these choices are correct
E4A10,3,Which of the following displays multiple digital signal states simultaneously?,Network analyzer,Bit error rate tester,Modulation monitor,Logic analyzer
E4A11,3,How should an antenna analyzer be connected when measuring antenna resonance and feed point impedance?,Loosely couple the analyzer near the antenna base,Connect the analyzer via a high-impedance transformer to the antenna,Loosely couple the antenna and a dummy load to the analyzer,Connect the antenna feed line directly to the analyzer's connector
E4B01,1,Which of the following factors most affects the accuracy of a frequency counter?,Input attenuator accuracy,Time base accuracy,Decade divider accuracy,Temperature coefficient of the logic
E4B02,0,What is the significance of voltmeter sensitivity expressed in ohms per volt?,The full scale reading of the voltmeter multiplied by its ohms per volt rating will indicate the input impedance of the voltmeter,"When used as a galvanometer, the reading in volts multiplied by the ohms per volt rating will determine the power drawn by the device under test","When used as an ohmmeter, the reading in ohms divided by the ohms per volt rating will determine the voltage applied to the circuit","When used as an ammeter, the full scale reading in amps divided by ohms per volt rating will determine the size of shunt needed"
E4B03,2,Which S parameter is equivalent to forward gain?,S11,S12,S21,S22
E4B04,0,Which S parameter represents input port return loss or reflection coefficient (equivalent to VSWR)?,S11,S12,S21,S22
E4B05,1,What three test loads are used to calibrate an RF vector network analyzer?,"50 ohms, 75 ohms, and 90 ohms","Short circuit, open circuit, and 50 ohms","Short circuit, open circuit, and resonant circuit","50 ohms through 1/8 wavelength, 1/4 wavelength, and 1/2 wavelength of coaxial cable"
E4B06,3,How much power is being absorbed by the load when a directional power meter connected between a transmitter and a terminating load reads 100 watts forward power and 25 watts reflected power?,100 watts,125 watts,25 watts,75 watts
E4B07,0,What do the subscripts of S parameters represent?,The port or ports at which measurements are made,The relative time between measurements,Relative quality of the data,Frequency order of the measurements
E4B08,2,Which of the following can be used to measure the Q of a series-tuned circuit?,The inductance to capacitance ratio,The frequency shift,The bandwidth of the circuit's frequency response,The resonant frequency of the circuit
E4B09,3,What is indicated if the current reading on an RF ammeter placed in series with the antenna feed line of a transmitter increases as the transmitter is tuned to resonance?,There is possibly a short to ground in the feed line,The transmitter is not properly neutralized,There is an impedance mismatch between the antenna and feed line,There is more power going into the antenna
E4B10,1,Which of the following methods measures intermodulation distortion in an SSB transmitter?,Modulate the transmitter using two RF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,Modulate the transmitter using two AF signals having non-harmonically related frequencies and observe the RF output with a spectrum analyzer,Modulate the transmitter using two AF signals having harmonically related frequencies and observe the RF output with a peak reading wattmeter,Modulate the transmitter using two RF signals having harmonically related frequencies and observe the RF output with a logic analyzer
E4B11,3,Which of the following can be measured with a vector network analyzer?,Input impedance,Output impedance,Reflection coefficient,All these choices are correct
E4C01,3,What is an effect of excessive phase noise in a receiver's local oscillator?,It limits the receiver's ability to receive strong signals,It can affect the receiver's frequency calibration,It decreases receiver third-order intercept point,It can combine with strong signals on nearby frequencies to generate interference
E4C02,0,Which of the following receiver circuits can be effective in eliminating interference from strong out-of-band signals?,A front-end filter or pre-selector,A narrow IF filter,A notch filter,A properly adjusted product detector
E4C03,2,What is the term for the suppression in an FM receiver of one signal by another stronger signal on the same frequency?,Desensitization,Cross-modulation interference,Capture effect,Frequency discrimination
E4C04,3,What is the noise figure of a receiver?,The ratio of atmospheric noise to phase noise,The ratio of the noise bandwidth in hertz to the theoretical bandwidth of a resistive network,The ratio of thermal noise to atmospheric noise,The ratio in dB of the noise generated by the receiver to the theoretical minimum noise
E4C05,1,What does a receiver noise floor of -174 dBm represent?,The minimum detectable signal as a function of receive frequency,The theoretical noise in a 1 Hz bandwidth at the input of a perfect receiver at room temperature,The noise figure of a 1 Hz bandwidth receiver,The galactic noise contribution to minimum detectable signal
E4C06,3,A CW receiver with the AGC off has an equivalent input noise power density of -174 dBm/Hz.  What would be the level of an unmodulated carrier input to this receiver that would yield an audio output SNR of 0 dB in a 400 Hz noise bandwidth?,-174 dBm,-164 dBm,-155 dBm,-148 dBm
E4C07,1,What does the MDS of a receiver represent?,The meter display sensitivity,The minimum discernible signal,The multiplex distortion stability,The maximum detectable spectrum
E4C08,3,An SDR receiver is overloaded when input signals exceed what level?,One-half the maximum sample rate,One-half the maximum sampling buffer size,The maximum count value of the analog-to-digital converter,The reference voltage of the analog-to-digital converter
E4C09,2,Which of the following choices is a good reason for selecting a high frequency for the design of the IF in a superheterodyne HF or VHF communications receiver?,Fewer components in the receiver,Reduced drift,Easier for front-end circuitry to eliminate image responses,Improved receiver noise figure
E4C10,2,What is an advantage of having a variety of receiver IF bandwidths from which to select?,"The noise figure of the RF amplifier can be adjusted to match the modulation type, thus increasing receiver sensitivity",Receiver power consumption can be reduced when wider bandwidth is not required,"Receive bandwidth can be set to match the modulation bandwidth, maximizing signal-to-noise ratio and minimizing interference",Multiple frequencies can be received simultaneously if desired
E4C11,3,Why can an attenuator be used to reduce receiver overload on the lower frequency HF bands with little or no impact on signal-to-noise ratio?,The attenuator has a low-pass filter to increase the strength of lower frequency signals,The attenuator has a noise filter to suppress interference,Signals are attenuated separately from the noise,Atmospheric noise is generally greater than internally generated noise even after attenuation
E4C12,3,Which of the following has the largest effect on an SDR receiver's dynamic range?,CPU register width in bits,Anti-aliasing input filter bandwidth,RAM speed used for data storage,Analog-to-digital converter sample width in bits
E4C13,2,How does a narrow-band roofing filter affect receiver performance?,It improves sensitivity by reducing front end noise,It improves intelligibility by using low Q circuitry to reduce ringing,It improves dynamic range by attenuating strong signals near the receive frequency,All these choices are correct
E4C14,3,What transmit frequency might generate an image response signal in a receiver tuned to 14.300 MHz and that uses a 455 kHz IF frequency?,13.845 MHz,14.755 MHz,14.445 MHz,15.210 MHz
E4C15,3,What is reciprocal mixing?,Two out-of-band signals mixing to generate an in-band spurious signal,In-phase signals cancelling in a mixer resulting in loss of receiver sensitivity,Two digital signals combining from alternate time slots,Local oscillator phase noise mixing with adjacent strong signals to create interference to desired signals
E4D01,0,What is meant by the blocking dynamic range of a receiver?,The difference in dB between the noise floor and the level of an incoming signal that will cause 1 dB of gain compression,The minimum difference in dB between the levels of two FM signals that will cause one signal to block the other,The difference in dB between the noise floor and the third-order intercept point,The minimum difference in dB between two signals which produce third-order intermodulation products greater than the noise floor
E4D02,0,Which of the following describes problems caused by poor dynamic range in a receiver?,Spurious signals caused by cross-modulation and desensitization from strong adjacent signals,Oscillator instability requiring frequent retuning and loss of ability to recover the opposite sideband,Cross-modulation of the desired signal and insufficient audio power to operate the speaker,Oscillator instability and severe audio distortion of all but the strongest received signals
E4D03,1,How can intermodulation interference between two repeaters occur?,When the repeaters are in close proximity and the signals cause feedback in the final amplifier of one or both transmitters,When the repeaters are in close proximity and the signals mix in the final amplifier of one or both transmitters,When the signals from the transmitters are reflected out of phase from airplanes passing overhead,When the signals from the transmitters are reflected in phase from airplanes passing overhead
E4D04,1,Which of the following may reduce or eliminate intermodulation interference in a repeater caused by another transmitter operating in close proximity?,A band-pass filter in the feed line between the transmitter and receiver,A properly terminated circulator at the output of the repeater's transmitter,Utilizing a Class C final amplifier,Utilizing a Class D final amplifier
E4D05,0,What transmitter frequencies would cause an intermodulation-product signal in a receiver tuned to 146.70 MHz when a nearby station transmits on 146.52 MHz?,146.34 MHz and 146.61 MHz,146.88 MHz and 146.34 MHz,146.10 MHz and 147.30 MHz,173.35 MHz and 139.40 MHz
E4D06,3,What is the term for spurious signals generated by the combination of two or more signals in a non-linear device or circuit?,Amplifier desensitization,Neutralization,Adjacent channel interference,Intermodulation
E4D07,0,Which of the following reduces the likelihood of receiver desensitization?,Decrease the RF bandwidth of the receiver,Raise the receiver IF frequency,Increase the receiver front end gain,Switch from fast AGC to slow AGC
E4D08,2,What causes intermodulation in an electronic circuit?,Too little gain,Lack of neutralization,Nonlinear circuits or devices,Positive feedback
E4D09,2,What is the purpose of the preselector in a communications receiver?,To store often-used frequencies,To provide a range of AGC time constants,To increase rejection of signals outside the desired band,To allow selection of the optimum RF amplifier device
E4D10,2,What does a third-order intercept level of 40 dBm mean with respect to receiver performance?,Signals less than 40 dBm will not generate audible third-order intermodulation products,The receiver can tolerate signals up to 40 dB above the noise floor without producing third-order intermodulation products,A pair of 40 dBm input signals will theoretically generate a third-order intermodulation product that has the same output amplitude as either of the input signals,A pair of 1 mW input signals will produce a third-order intermodulation product that is 40 dB stronger than the input signal
E4D11,0,"Why are odd-order intermodulation products, created within a receiver, of particular interest compared to other products?",Odd-order products of two signals in the band of interest are also likely to be within the band,Odd-order products overload the IF filters,Odd-order products are an indication of poor image rejection,Odd-order intermodulation produces three products for every input signal within the band of interest
E4D12,0,What is the term for the reduction in receiver sensitivity caused by a strong signal near the received frequency?,Desensitization,Quieting,Cross-modulation interference,Squelch gain rollback
E4E01,0,What problem can occur when using an automatic notch filter (ANF) to remove interfering carriers while receiving CW signals?,Removal of the CW signal as well as the interfering carrier,Any nearby signal passing through the DSP system will overwhelm the desired signal,Received CW signals will appear to be modulated at the DSP clock frequency,Ringing in the DSP filter will completely remove the spaces between the CW characters
E4E02,3,Which of the following types of noise can often be reduced with a digital signal processing noise filter?,Broadband white noise,Ignition noise,Power line noise,All these choices are correct
E4E03,1,Which of the following signals might a receiver noise blanker be able to remove from desired signals?,Signals that are constant at all IF levels,Signals that appear across a wide bandwidth,Signals that appear at one IF but not another,Signals that have a sharply peaked frequency distribution
E4E04,3,How can conducted and radiated noise caused by an automobile alternator be suppressed?,By installing filter capacitors in series with the DC power lead and a blocking capacitor in the field lead,By installing a noise suppression resistor and a blocking capacitor in both leads,By installing a high-pass filter in series with the radio's power lead and a low-pass filter in parallel with the field lead,By connecting the radio's power leads directly to the battery and by installing coaxial capacitors in line with the alternator leads
E4E05,1,How can radio frequency interference from an AC motor be suppressed?,By installing a high-pass filter in series with the motor's power leads,By installing a brute-force AC-line filter in series with the motor leads,By installing a bypass capacitor in series with the motor leads,By using a ground-fault current interrupter in the circuit used to power the motor
E4E06,2,What is one type of electrical interference that might be caused by a nearby personal computer?,A loud AC hum in the audio output of your station receiver,A clicking noise at intervals of a few seconds,The appearance of unstable modulated or unmodulated signals at specific frequencies,A whining type noise that continually pulses off and on
E4E07,1,Which of the following can cause shielded cables to radiate or receive interference?,Low inductance ground connections at both ends of the shield,Common-mode currents on the shield and conductors,Use of braided shielding material,Tying all ground connections to a common point resulting in differential-mode currents in the shield
E4E08,1,What current flows equally on all conductors of an unshielded multi-conductor cable?,Differential-mode current,Common-mode current,Reactive current only,Return current
E4E09,2,What undesirable effect can occur when using an IF noise blanker?,Received audio in the speech range might have an echo effect,The audio frequency bandwidth of the received signal might be compressed,Nearby signals may appear to be excessively wide even if they meet emission standards,FM signals can no longer be demodulated
E4E10,3,What might be the cause of a loud roaring or buzzing AC line interference that comes and goes at intervals?,Arcing contacts in a thermostatically controlled device,A defective doorbell or doorbell transformer inside a nearby residence,A malfunctioning illuminated advertising display,All these choices are correct
E4E11,1,What could cause local AM broadcast band signals to combine to generate spurious signals in the MF or HF bands?,One or more of the broadcast stations is transmitting an over-modulated signal,Nearby corroded metal joints are mixing and re-radiating the broadcast signals,You are receiving skywave signals from a distant station,Your station receiver IF amplifier stage is defective
E5A01,0,What can cause the voltage across reactances in a series RLC circuit to be higher than the voltage applied to the entire circuit?,Resonance,Capacitance,Conductance,Resistance
E5A02,2,What is resonance in an LC or RLC circuit?,The highest frequency that will pass current,The lowest frequency that will pass current,The frequency at which the capacitive reactance equals the inductive reactance,The frequency at which the reactive impedance equals the resistive impedance
E5A03,3,What is the magnitude of the impedance of a series RLC circuit at resonance?,"High, as compared to the circuit resistance",Approximately equal to capacitive reactance,Approximately equal to inductive reactance,Approximately equal to circuit resistance
E5A04,0,What is the magnitude of the impedance of a parallel RLC circuit at resonance?,Approximately equal to circuit resistance,Approximately equal to inductive reactance,Low compared to the circuit resistance,High compared to the circuit resistance
E5A05,0,What is the result of increasing the Q of an impedance-matching circuit?,Matching bandwidth is decreased,Matching bandwidth is increased,Matching range is increased,It has no effect on impedance matching
E5A06,1,What is the magnitude of the circulating current within the components of a parallel LC circuit at resonance?,It is at a minimum,It is at a maximum,"It equals 1 divided by the quantity 2 times pi, multiplied by the square root of inductance L multiplied by capacitance C","It equals 2 multiplied by pi, multiplied by frequency, multiplied by inductance"
E5A07,0,What is the magnitude of the current at the input of a parallel RLC circuit at resonance?,Minimum,Maximum,R/L,L/R
E5A08,2,What is the phase relationship between the current through and the voltage across a series resonant circuit at resonance?,The voltage leads the current by 90 degrees,The current leads the voltage by 90 degrees,The voltage and current are in phase,The voltage and current are 180 degrees out of phase
E5A09,2,How is the Q of an RLC parallel resonant circuit calculated?,Reactance of either the inductance or capacitance divided by the resistance,Reactance of either the inductance or capacitance multiplied by the resistance,Resistance divided by the reactance of either the inductance or capacitance,Reactance of the inductance multiplied by the reactance of the capacitance
E5A10,0,How is the Q of an RLC series resonant circuit calculated?,Reactance of either the inductance or capacitance divided by the resistance,Reactance of either the inductance or capacitance multiplied by the resistance,Resistance divided by the reactance of either the inductance or capacitance,Reactance of the inductance multiplied by the reactance of the capacitance
E5A11,2,What is the half-power bandwidth of a resonant circuit that has a resonant frequency of 7.1 MHz and a Q of 150?,157.8 Hz,315.6 Hz,47.3 kHz,23.67 kHz
E5A12,2,What is the half-power bandwidth of a resonant circuit that has a resonant frequency of 3.7 MHz and a Q of 118?,436.6 kHz,218.3 kHz,31.4 kHz,15.7 kHz
E5A13,2,What is an effect of increasing Q in a series resonant circuit?,Fewer components are needed for the same performance,Parasitic effects are minimized,Internal voltages increase,Phase shift can become uncontrolled
E5A14,2,"What is the resonant frequency of an RLC circuit if R is 22 ohms, L is 50 microhenries and C is 40 picofarads?",44.72 MHz,22.36 MHz,3.56 MHz,1.78 MHz
E5A15,0,Which of the following increases Q for inductors and capacitors?,Lower losses,Lower reactance,Lower self-resonant frequency,Higher self-resonant frequency
E5A16,3,"What is the resonant frequency of an RLC circuit if R is 33 ohms, L is 50 microhenries and C is 10 picofarads?",23.5 MHz,23.5 kHz,7.12 kHz,7.12 MHz
E5B01,1,What is the term for the time required for the capacitor in an RC circuit to be charged to 63.2% of the applied voltage or to discharge to 36.8% of its initial voltage?,An exponential rate of one,One time constant,One exponential period,A time factor of one
E5B02,3,What letter is commonly used to represent susceptance?,G,X,Y,B
E5B03,1,How is impedance in polar form converted to an equivalent admittance?,Take the reciprocal of the angle and change the sign of the magnitude,Take the reciprocal of the magnitude and change the sign of the angle,Take the square root of the magnitude and add 180 degrees to the angle,Square the magnitude and subtract 90 degrees from the angle
E5B04,3,"What is the time constant of a circuit having two 220 microfarad capacitors and two 1 megohm resistors, all in parallel?",55 seconds,110 seconds,440 seconds,220 seconds
E5B05,3,What happens to the magnitude of a pure reactance when it is converted to a susceptance?,It is unchanged,The sign is reversed,It is shifted by 90 degrees,It becomes the reciprocal
E5B06,2,What is susceptance?,The magnetic impedance of a circuit,The ratio of magnetic field to electric field,The imaginary part of admittance,A measure of the efficiency of a transformer
E5B07,2,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 500 ohms, R is 1 kilohm, and XL is 250 ohms?",68.2 degrees with the voltage leading the current,14.0 degrees with the voltage leading the current,14.0 degrees with the voltage lagging the current,68.2 degrees with the voltage lagging the current
E5B08,0,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 100 ohms, R is 100 ohms, and XL is 75 ohms?",14 degrees with the voltage lagging the current,14 degrees with the voltage leading the current,76 degrees with the voltage leading the current,76 degrees with the voltage lagging the current
E5B09,3,What is the relationship between the AC current through a capacitor and the voltage across a capacitor?,Voltage and current are in phase,Voltage and current are 180 degrees out of phase,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees
E5B10,0,What is the relationship between the AC current through an inductor and the voltage across an inductor?,Voltage leads current by 90 degrees,Current leads voltage by 90 degrees,Voltage and current are 180 degrees out of phase,Voltage and current are in phase
E5B11,1,"What is the phase angle between the voltage across and the current through a series RLC circuit if XC is 25 ohms, R is 100 ohms, and XL is 50 ohms?",14 degrees with the voltage lagging the current,14 degrees with the voltage leading the current,76 degrees with the voltage lagging the current,76 degrees with the voltage leading the current
E5B12,0,What is admittance?,The inverse of impedance,The term for the gain of a field effect transistor,The turns ratio of a transformer,The inverse of Q factor
E5C01,0,Which of the following represents capacitive reactance in rectangular notation?,-jX,+jX,Delta,Omega
E5C02,2,How are impedances described in polar coordinates?,By X and R values,By real and imaginary parts,By phase angle and magnitude,By Y and G values
E5C03,2,Which of the following represents an inductive reactance in polar coordinates?,A positive magnitude,A negative magnitude,A positive phase angle,A negative phase angle
E5C04,3,"What coordinate system is often used to display the resistive, inductive, and/or capacitive reactance components of impedance?",Maidenhead grid,Faraday grid,Elliptical coordinates,Rectangular coordinates
E5C05,2,What is the name of the diagram used to show the phase relationship between impedances at a given frequency?,Venn diagram,Near field diagram,Phasor diagram,Far field diagram
E5C06,1,What does the impedance 50-j25 represent?,50 ohms resistance in series with 25 ohms inductive reactance,50 ohms resistance in series with 25 ohms capacitive reactance,25 ohms resistance in series with 50 ohms inductive reactance,25 ohms resistance in series with 50 ohms capacitive reactance
E5C07,3,Where is the impedance of a pure resistance plotted on rectangular coordinates?,On the vertical axis,"On a line through the origin, slanted at 45 degrees","On a horizontal line, offset vertically above the horizontal axis",On the horizontal axis
E5C08,3,"What coordinate system is often used to display the phase angle of a circuit containing resistance, inductive and/or capacitive reactance?",Maidenhead grid,Faraday grid,Elliptical coordinates,Polar coordinates
E5C09,0,"When using rectangular coordinates to graph the impedance of a circuit, what do the axes represent?",The X axis represents the resistive component and the Y axis represents the reactive component,The X axis represents the reactive component and the Y axis represents the resistive component,The X axis represents the phase angle and the Y axis represents the magnitude,The X axis represents the magnitude and the Y axis represents the phase angle
E5C10,1,Which point on Figure E5-1 best represents the impedance of a series circuit consisting of a 400-ohm resistor and a 38-picofarad capacitor at 14 MHz?,Point 2,Point 4,Point 5,Point 6
E5C11,1,Which point in Figure E5-1 best represents the impedance of a series circuit consisting of a 300-ohm resistor and an 18-microhenry inductor at 3.505 MHz?,Point 1,Point 3,Point 7,Point 8
E5C12,0,Which point on Figure E5-1 best represents the impedance of a series circuit consisting of a 300-ohm resistor and a 19-picofarad capacitor at 21.200 MHz?,Point 1,Point 3,Point 7,Point 8
E5D01,0,What is the result of skin effect?,"As frequency increases, RF current flows in a thinner layer of the conductor, closer to the surface","As frequency decreases, RF current flows in a thinner layer of the conductor, closer to the surface",Thermal effects on the surface of the conductor increase the impedance,Thermal effects on the surface of the conductor decrease the impedance
E5D02,1,Why is it important to keep lead lengths short for components used in circuits for VHF and above?,To increase the thermal time constant,To avoid unwanted inductive reactance,To maintain component lifetime,All these choices are correct
E5D03,3,What is microstrip?,Lightweight transmission line made of common zip cord,Miniature coax used for low power applications,Short lengths of coax mounted on printed circuit boards to minimize time delay between microwave circuits,Precision printed circuit conductors above a ground plane that provide constant impedance interconnects at microwave frequencies
E5D04,1,Why are short connections used at microwave frequencies?,To increase neutralizing resistance,To reduce phase shift along the connection,To increase compensating capacitance,To reduce noise figure
E5D05,2,What is the power factor of an RL circuit having a 30-degree phase angle between the voltage and the current?,1.73,0.5,0.866,0.577
E5D06,3,In what direction is the magnetic field oriented about a conductor in relation to the direction of electron flow?,In the same direction as the current,In a direction opposite to the current,In all directions; omni-directional,In a circle around the conductor
E5D07,1,How many watts are consumed in a circuit having a power factor of 0.71 if the apparent power is 500VA?,704 W,355 W,252 W,1.42 mW
E5D08,3,How many watts are consumed in a circuit having a power factor of 0.6 if the input is 200VAC at 5 amperes?,200 watts,1000 watts,1600 watts,600 watts
E5D09,1,What happens to reactive power in an AC circuit that has both ideal inductors and ideal capacitors?,It is dissipated as heat in the circuit,"It is repeatedly exchanged between the associated magnetic and electric fields, but is not dissipated",It is dissipated as kinetic energy in the circuit,It is dissipated in the formation of inductive and capacitive fields
E5D10,0,How can the true power be determined in an AC circuit where the voltage and current are out of phase?,By multiplying the apparent power by the power factor,By dividing the reactive power by the power factor,By dividing the apparent power by the power factor,By multiplying the reactive power by the power factor
E5D11,2,What is the power factor of an RL circuit having a 60-degree phase angle between the voltage and the current?,1.414,0.866,0.5,1.73
E5D12,1,How many watts are consumed in a circuit having a power factor of 0.2 if the input is 100 VAC at 4 amperes?,400 watts,80 watts,2000 watts,50 watts
E5D13,1,How many watts are consumed in a circuit consisting of a 100-ohm resistor in series with a 100-ohm inductive reactance drawing 1 ampere?,70.7 watts,100 watts,141.4 watts,200 watts
