id,correct,question,a,b,c,d
G3C02,0,What is meant by the term “critical frequency” at a given incidence angle?,The highest frequency which is refracted back to Earth,The lowest frequency which is refracted back to Earth,The frequency at which the signal-to-noise ratio approaches unity,The frequency at which the signal-to-noise ratio is 6 dB
G3C03,2,Why is skip propagation via the F2 region longer than that via the other ionospheric regions?,Because it is the densest,Because of the Doppler effect,Because it is the highest,Because of temperature inversions
G3C04,3,"What does the term “critical angle” mean, as applied to radio wave propagation?",The long path azimuth of a distant station,The short path azimuth of a distant station,The lowest takeoff angle that will return a radio wave to Earth under specific ionospheric conditions,The highest takeoff angle that will return a radio wave to Earth under specific ionospheric conditions
G3C05,2,"Why is long-distance communication on the 40-, 60-, 80-, and 160-meter bands more difficult during the day?",The F region absorbs signals at these frequencies during daylight hours,The F region is unstable during daylight hours,The D region absorbs signals at these frequencies during daylight hours,The E region is unstable during daylight hours
G3C06,1,What is a characteristic of HF scatter?,Phone signals have high intelligibility,Signals have a fluttering sound,"There are very large, sudden swings in signal strength",Scatter propagation occurs only at night
G3C07,3,What makes HF scatter signals often sound distorted?,The ionospheric region involved is unstable,Ground waves are absorbing much of the signal,The E region is not present,Energy is scattered into the skip zone through several different paths
G3C08,0,Why are HF scatter signals in the skip zone usually weak?,Only a small part of the signal energy is scattered into the skip zone,"Signals are scattered from the magnetosphere, which is not a good reflector","Propagation is via ground waves, which absorb most of the signal energy","Propagation is via ducts in the F region, which absorb most of the energy"
G3C09,1,What type of propagation allows signals to be heard in the transmitting station’s skip zone?,Faraday rotation,Scatter,Chordal hop,Short-path
G3C10,1,What is near vertical incidence skywave (NVIS) propagation?,Propagation near the MUF,Short distance MF or HF propagation at high elevation angles,Long path HF propagation at sunrise and sunset,Double hop propagation near the LUF
G3C11,3,Which ionospheric region is the most absorbent of signals below 10 MHz during daylight hours?,The F2 region,The F1 region,The E region,The D region
G4A01,1,What is the purpose of the notch filter found on many HF transceivers?,To restrict the transmitter voice bandwidth,To reduce interference from carriers in the receiver passband,To eliminate receiver interference from impulse noise sources,To remove interfering splatter generated by signals on adjacent frequencies
G4A02,2,What is the benefit of using the opposite or “reverse” sideband when receiving CW?,Interference from impulse noise will be eliminated,More stations can be accommodated within a given signal passband,It may be possible to reduce or eliminate interference from other signals,Accidental out-of-band operation can be prevented
G4A03,2,How does a noise blanker work?,By temporarily increasing received bandwidth,By redirecting noise pulses into a filter capacitor,By reducing receiver gain during a noise pulse,By clipping noise peaks
G4A04,1,What is the effect on plate current of the correct setting of a vacuum-tube RF power amplifier’s TUNE control?,A pronounced peak,A pronounced dip,No change will be observed,"A slow, rhythmic oscillation"
G4A05,2,Why is automatic level control (ALC) used with an RF power amplifier?,To balance the transmitter audio frequency response,To reduce harmonic radiation,To prevent excessive drive,To increase overall efficiency
G4A06,2,What is the purpose of an antenna tuner?,Reduce the SWR in the feed line to the antenna,Reduce the power dissipation in the feedline to the antenna,Increase power transfer from the transmitter to the feed line,All these choices are correct
G4A07,0,What happens as a receiver’s noise reduction control level is increased?,Received signals may become distorted,Received frequency may become unstable,CW signals may become severely attenuated,Received frequency may shift several kHz
G4A08,3,What is the correct adjustment for the LOAD or COUPLING control of a vacuum tube RF power amplifier?,Minimum SWR on the antenna,Minimum plate current without exceeding maximum allowable grid current,Highest plate voltage while minimizing grid current,Desired power output without exceeding maximum allowable plate current
G4A09,2,What is the purpose of delaying RF output after activating a transmitter’s keying line to an external amplifier?,To prevent key clicks on CW,To prevent transient overmodulation,To allow time for the amplifier to switch the antenna between the transceiver and the amplifier output,To allow time for the amplifier power supply to reach operating level
G4A10,1,What is the function of an electronic keyer?,Automatic transmit/receive switching,Automatic generation of dots and dashes for CW operation,To allow time for switching the antenna from the receiver to the transmitter,Computer interface for PSK and RTTY operation
G4A11,1,Why should the ALC system be inactive when transmitting AFSK data signals?,ALC will invert the modulation of the AFSK mode,The ALC action distorts the signal,"When using digital modes, too much ALC activity can cause the transmitter to overheat",All these choices are correct
G4A12,2,Which of the following is a common use of the dual-VFO feature on a transceiver?,To allow transmitting on two frequencies at once,"To permit full duplex operation -- that is, transmitting and receiving at the same time",To transmit on one frequency and listen on another,To improve frequency accuracy by allowing variable frequency output (VFO) operation
G4A13,0,What is the purpose of using a receive attenuator?,To prevent receiver overload from strong incoming signals,To reduce the transmitter power when driving a linear amplifier,To reduce power consumption when operating from batteries,To reduce excessive audio level on strong signals
G4B01,3,What item of test equipment contains horizontal and vertical channel amplifiers?,An ohmmeter,A signal generator,An ammeter,An oscilloscope
G4B02,3,Which of the following is an advantage of an oscilloscope versus a digital voltmeter?,An oscilloscope uses less power,Complex impedances can be easily measured,Greater precision,Complex waveforms can be measured
G4B03,0,Which of the following is the best instrument to use for checking the keying waveform of a CW transmitter?,An oscilloscope,A field strength meter,A sidetone monitor,A wavemeter
G4B04,3,What signal source is connected to the vertical input of an oscilloscope when checking the RF envelope pattern of a transmitted signal?,The local oscillator of the transmitter,An external RF oscillator,The transmitter balanced mixer output,The attenuated RF output of the transmitter
G4B05,3,Why do voltmeters have high input impedance?,It improves the frequency response,It allows for higher voltages to be safely measured,It improves the resolution of the readings,It decreases the loading on circuits being measured
G4B06,2,What is an advantage of a digital multimeter as compared to an analog multimeter?,Better for measuring computer circuits,Less prone to overload,Higher precision,Faster response
G4B07,1,What signals are used to conduct a two-tone test?,Two audio signals of the same frequency shifted 90 degrees,Two non-harmonically related audio signals,Two swept frequency tones,Two audio frequency range square wave signals of equal amplitude
G4B08,0,What transmitter performance parameter does a two-tone test analyze?,Linearity,Percentage of suppression of the carrier and undesired sideband for SSB,Percentage of frequency modulation,Percentage of carrier phase shift
G4B09,3,When is an analog multimeter preferred to a digital multimeter?,When testing logic circuits,When high precision is desired,When measuring the frequency of an oscillator,When adjusting circuits for maximum or minimum values
G4B10,0,Which of the following can be determined with a directional wattmeter?,Standing wave ratio,Antenna front-to-back ratio,RF interference,Radio wave propagation
G4B11,2,Which of the following must be connected to an antenna analyzer when it is being used for SWR measurements?,Receiver,Transmitter,Antenna and feed line,All these choices are correct
G4B12,1,What effect can strong signals from nearby transmitters have on an antenna analyzer?,Desensitization which can cause intermodulation products which interfere with impedance readings,Received power that interferes with SWR readings,Generation of harmonics which interfere with frequency readings,All these choices are correct
G4B13,2,Which of the following can be measured with an antenna analyzer?,Front-to-back ratio of an antenna,Power output from a transmitter,Impedance of coaxial cable,Gain of a directional antenna
G4C01,1,Which of the following might be useful in reducing RF interference to audio frequency circuits?,Bypass inductor,Bypass capacitor,Forward-biased diode,Reverse-biased diode
G4C02,2,Which of the following could be a cause of interference covering a wide range of frequencies?,Not using a balun or line isolator to feed balanced antennas,Lack of rectification of the transmitter’s signal in power conductors,Arcing at a poor electrical connection,Using a balun to feed an unbalanced antenna
G4C03,2,What sound is heard from an audio device experiencing RF interference from a single sideband phone transmitter?,A steady hum whenever the transmitter is on the air,On-and-off humming or clicking,Distorted speech,Clearly audible speech
G4C04,0,What sound is heard from an audio device experiencing RF interference from a CW transmitter?,On-and-off humming or clicking,A CW signal at a nearly pure audio frequency,A chirpy CW signal,Severely distorted audio
G4C05,3,What is a possible cause of high voltages that produce RF burns?,Flat braid rather than round wire has been used for the ground wire,Insulated wire has been used for the ground wire,The ground rod is resonant,The ground wire has high impedance on that frequency
G4C06,2,What is a possible effect of a resonant ground connection?,Overheating of ground straps,Corrosion of the ground rod,High RF voltages on the enclosures of station equipment,A ground loop
G4C07,0,Why should soldered joints not be used in lightning protection ground connections?,A soldered joint will likely be destroyed by the heat of a lightning strike,Solder flux will prevent a low conductivity connection,Solder has too high a dielectric constant to provide adequate lightning protection,All these choices are correct
G4C08,0,Which of the following would reduce RF interference caused by common-mode current on an audio cable?,Place a ferrite choke on the cable,Connect the center conductor to the shield of all cables to short circuit the RFI signal,Ground the center conductor of the audio cable causing the interference,Add an additional insulating jacket to the cable
G4C09,3,How can the effects of ground loops be minimized?,Connect all ground conductors in series,Connect the AC neutral conductor to the ground wire,Avoid using lock washers and star washers when making ground connections,Bond equipment enclosures together
G4C10,0,What could be a symptom caused by a ground loop in your station’s audio connections?,You receive reports of “hum” on your station’s transmitted signal,The SWR reading for one or more antennas is suddenly very high,An item of station equipment starts to draw excessive amounts of current,You receive reports of harmonic interference from your station
G4C11,2,What technique helps to minimize RF “hot spots” in an amateur station?,Building all equipment in a metal enclosure,Using surge suppressor power outlets,Bonding all equipment enclosures together,Placing low-pass filters on all feed lines
G4C12,3,Why must all metal enclosures of station equipment be grounded?,It prevents a blown fuse in the event of an internal short circuit,It prevents signal overload,It ensures that the neutral wire is grounded,It ensures that hazardous voltages cannot appear on the chassis
G4D01,0,What is the purpose of a speech processor in a transceiver?,Increase the apparent loudness of transmitted voice signals,Increase transmitter bass response for more natural-sounding SSB signals,Prevent distortion of voice signals,Decrease high-frequency voice output to prevent out-of-band operation
G4D02,1,How does a speech processor affect a single sideband phone signal?,It increases peak power,It increases average power,It reduces harmonic distortion,It reduces intermodulation distortion
G4D03,3,What is the effect of an incorrectly adjusted speech processor?,Distorted speech,Excess intermodulation products,Excessive background noise,All these choices are correct
G4D04,2,What does an S meter measure?,Carrier suppression,Impedance,Received signal strength,Transmitter power output
G4D05,3,"How does a signal that reads 20 dB over S9 compare to one that reads S9 on a receiver, assuming a properly calibrated S meter?",It is 10 times less powerful,It is 20 times less powerful,It is 20 times more powerful,It is 100 times more powerful
G4D06,0,How much change in signal strength is typically represented by one S unit?,6 dB,12 dB,15 dB,18 dB
G4D07,2,How much must the power output of a transmitter be raised to change the S meter reading on a distant receiver from S8 to S9?,Approximately 1.5 times,Approximately 2 times,Approximately 4 times,Approximately 8 times
G4D08,2,What frequency range is occupied by a 3 kHz LSB signal when the displayed carrier frequency is set to 7.178 MHz?,7.178 MHz to 7.181 MHz,7.178 MHz to 7.184 MHz,7.175 MHz to 7.178 MHz,7.1765 MHz to 7.1795 MHz
G4D09,1,What frequency range is occupied by a 3 kHz USB signal with the displayed carrier frequency set to 14.347 MHz?,14.347 MHz to 14.647 MHz,14.347 MHz to 14.350 MHz,14.344 MHz to 14.347 MHz,14.3455 MHz to 14.3485 MHz
G4D10,0,How close to the lower edge of a band’s phone segment should your displayed carrier frequency be when using 3 kHz wide LSB?,At least 3 kHz above the edge of the segment,At least 3 kHz below the edge of the segment,At least 1 kHz below the edge of the segment,At least 1 kHz above the edge of the segment
G4D11,1,How close to the upper edge of a band’s phone segment should your displayed carrier frequency be when using 3 kHz wide USB?,At least 3 kHz above the edge of the band,At least 3 kHz below the edge of the band,At least 1 kHz above the edge of the segment,At least 1 kHz below the edge of the segment
G4E01,2,What is the purpose of a capacitance hat on a mobile antenna?,To increase the power handling capacity of a whip antenna,To reduce radiation resistance,To electrically lengthen a physically short antenna,To lower the radiation angle
G4E02,3,What is the purpose of a corona ball on an HF mobile antenna?,To narrow the operating bandwidth of the antenna,To increase the “Q” of the antenna,To reduce the chance of damage if the antenna should strike an object,To reduce RF voltage discharge from the tip of the antenna while transmitting
G4E03,0,"Which of the following direct, fused power connections would be the best for a 100-watt HF mobile installation?",To the battery using heavy-gauge wire,To the alternator or generator using heavy-gauge wire,To the battery using insulated heavy duty balanced transmission line,To the alternator or generator using insulated heavy duty balanced transmission line
G4E04,1,Why should DC power for a 100-watt HF transceiver not be supplied by a vehicle’s auxiliary power socket?,The socket is not wired with an RF-shielded power cable,The socket’s wiring may be inadequate for the current drawn by the transceiver,The DC polarity of the socket is reversed from the polarity of modern HF transceivers,Drawing more than 50 watts from this socket could cause the engine to overheat
G4E05,2,Which of the following most limits an HF mobile installation?,“Picket fencing”,The wire gauge of the DC power line to the transceiver,Efficiency of the electrically short antenna,FCC rules limiting mobile output power on the 75-meter band
G4E06,2,What is one disadvantage of using a shortened mobile antenna as opposed to a full-size antenna?,Short antennas are more likely to cause distortion of transmitted signals,Q of the antenna will be very low,Operating bandwidth may be very limited,Harmonic radiation may increase
G4E07,3,Which of the following may cause receive interference to an HF transceiver installed in a vehicle?,The battery charging system,The fuel delivery system,The control computers,All these choices are correct
G4E08,0,In what configuration are the individual cells in a solar panel connected together?,Series-parallel,Shunt,Bypass,Full-wave bridge
G4E09,1,What is the approximate open-circuit voltage from a fully illuminated silicon photovoltaic cell?,0.02 VDC,0.5 VDC,0.2 VDC,1.38 VDC
G4E10,1,Why should a series diode be connected between a solar panel and a storage battery that is being charged by the panel?,To prevent overload by regulating the charging voltage,To prevent discharge of the battery through the panel during times of low or no illumination,To limit the current flowing from the panel to a safe value,To prevent damage to the battery due to excessive voltage at high illumination levels
G4E11,3,What precaution should be taken when connecting a solar panel to a lithium iron phosphate battery?,Ground the solar panel outer metal framework,Ensure the battery is placed terminals-up,A series resistor must be in place,The solar panel must have a charge controller
G5A01,2,What happens when inductive and capacitive reactance are equal in a series LC circuit?,Resonance causes impedance to be very high,Impedance is equal to the geometric mean of the inductance and capacitance,Resonance causes impedance to be very low,Impedance is equal to the arithmetic mean of the inductance and capacitance
G5A02,1,What is reactance?,Opposition to the flow of direct current caused by resistance,Opposition to the flow of alternating current caused by capacitance or inductance,Reinforcement of the flow of direct current caused by resistance,Reinforcement of the flow of alternating current caused by capacitance or inductance
G5A03,3,Which of the following is opposition to the flow of alternating current in an inductor?,Conductance,Reluctance,Admittance,Reactance
G5A04,2,Which of the following is opposition to the flow of alternating current in a capacitor?,Conductance,Reluctance,Reactance,Admittance
G5A05,3,How does an inductor react to AC?,"As the frequency of the applied AC increases, the reactance decreases","As the amplitude of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance decreases","As the frequency of the applied AC increases, the reactance increases"
G5A06,0,How does a capacitor react to AC?,"As the frequency of the applied AC increases, the reactance decreases","As the frequency of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance increases","As the amplitude of the applied AC increases, the reactance decreases"
G5A07,3,What is the term for the inverse of impedance?,Conductance,Susceptance,Reluctance,Admittance
G5A08,2,What is impedance?,The ratio of current to voltage,The product of current and voltage,The ratio of voltage to current,The product of current and reactance
G5A09,1,What unit is used to measure reactance?,Farad,Ohm,Ampere,Siemens
G5A10,3,Which of the following devices can be used for impedance matching at radio frequencies?,A transformer,A Pi-network,A length of transmission line,All these choices are correct
G5A11,1,What letter is used to represent reactance?,Z,X,B,Y
G5A12,3,What occurs in an LC circuit at resonance?,Current and voltage are equal,Resistance is cancelled,The circuit radiates all its energy in the form of radio waves,Inductive reactance and capacitive reactance cancel
G5B01,1,What dB change represents a factor of two increase or decrease in power?,Approximately 2 dB,Approximately 3 dB,Approximately 6 dB,Approximately 9 dB
G5B02,2,How does the total current relate to the individual currents in a circuit of parallel resistors?,It equals the average of the branch currents,It decreases as more parallel branches are added to the circuit,It equals the sum of the currents through each branch,It is the sum of the reciprocal of each individual voltage drop
G5B03,1,How many watts of electrical power are consumed if 400 VDC is supplied to an 800-ohm load?,0.5 watts,200 watts,400 watts,3200 watts
G5B04,0,How many watts of electrical power are consumed by a 12 VDC light bulb that draws 0.2 amperes?,2.4 watts,24 watts,6 watts,60 watts
G5B05,0,"How many watts are consumed when a current of 7.0 milliamperes flows through a 1,250-ohm resistance?",Approximately 61 milliwatts,Approximately 61 watts,Approximately 11 milliwatts,Approximately 11 watts
G5B06,1,What is the PEP produced by 200 volts peak-to-peak across a 50-ohm dummy load?,1.4 watts,100 watts,353.5 watts,400 watts
G5B07,2,What value of an AC signal produces the same power dissipation in a resistor as a DC voltage of the same value?,The peak-to-peak value,The peak value,The RMS value,The reciprocal of the RMS value
G5B08,3,What is the peak-to-peak voltage of a sine wave with an RMS voltage of 120 volts?,84.8 volts,169.7 volts,240.0 volts,339.4 volts
G5B09,1,What is the RMS voltage of a sine wave with a value of 17 volts peak?,8.5 volts,12 volts,24 volts,34 volts
G5B10,2,What percentage of power loss is equivalent to a loss of 1 dB?,10.9 percent,12.2 percent,20.6 percent,25.9 percent
G5B11,1,What is the ratio of PEP to average power for an unmodulated carrier?,0.707,1.00,1.414,2.00
G5B12,1,What is the RMS voltage across a 50-ohm dummy load dissipating 1200 watts?,173 volts,245 volts,346 volts,692 volts
G5B13,1,What is the output PEP of an unmodulated carrier if the average power is 1060 watts?,530 watts,1060 watts,1500 watts,2120 watts
G5B14,1,What is the output PEP of 500 volts peak-to-peak across a 50-ohm load?,8.75 watts,625 watts,2500 watts,5000 watts
G5C01,2,What causes a voltage to appear across the secondary winding of a transformer when an AC voltage source is connected across its primary winding?,Capacitive coupling,Displacement current coupling,Mutual inductance,Mutual capacitance
G5C02,0,What is the output voltage if an input signal is applied to the secondary winding of a 4:1 voltage step-down transformer instead of the primary winding?,The input voltage is multiplied by 4,The input voltage is divided by 4,Additional resistance must be added in series with the primary to prevent overload,Additional resistance must be added in parallel with the secondary to prevent overload
G5C03,0,"What is the total resistance of a 10-, a 20-, and a 50-ohm resistor connected in parallel?",5.9 ohms,0.17 ohms,17 ohms,80 ohms
G5C04,3,What is the approximate total resistance of a 100- and a 200-ohm resistor in parallel?,300 ohms,150 ohms,75 ohms,67 ohms
G5C05,1,Why is the primary winding wire of a voltage step-up transformer usually a larger size than that of the secondary winding?,To improve the coupling between the primary and secondary,To accommodate the higher current of the primary,To prevent parasitic oscillations due to resistive losses in the primary,To ensure that the volume of the primary winding is equal to the volume of the secondary winding
G5C06,0,What is the voltage output of a transformer with a 500-turn primary and a 1500-turn secondary when 120 VAC is applied to the primary?,360 volts,120 volts,40 volts,25.5 volts
G5C07,0,What transformer turns ratio matches an antenna’s 600-ohm feed point impedance to a 50-ohm coaxial cable?,3.5 to 1,12 to 1,24 to 1,144 to 1
G5C08,3,What is the equivalent capacitance of two 5.0-nanofarad capacitors and one 750-picofarad capacitor connected in parallel?,576.9 nanofarads,"1,733 picofarads","3,583 picofarads",10.750 nanofarads
G5C09,2,What is the capacitance of three 100-microfarad capacitors connected in series?,0.33 microfarads,3.0 microfarads,33.3 microfarads,300 microfarads
G5C10,2,What is the inductance of three 10-millihenry inductors connected in parallel?,0.30 henries,3.3 henries,3.3 millihenries,30 millihenries
G5C11,2,What is the inductance of a circuit with a 20-millihenry inductor connected in series with a 50-millihenry inductor?,7 millihenries,14.3 millihenries,70 millihenries,"1,000 millihenries"
G5C12,1,What is the capacitance of a 20-microfarad capacitor connected in series with a 50-microfarad capacitor?,0.07 microfarads,14.3 microfarads,70 microfarads,"1,000 microfarads"
G5C13,2,Which of the following components should be added to a capacitor to increase the capacitance?,An inductor in series,An inductor in parallel,A capacitor in parallel,A capacitor in series
G5C14,3,Which of the following components should be added to an inductor to increase the inductance?,A capacitor in series,A capacitor in parallel,An inductor in parallel,An inductor in series
G6A01,2,What is the minimum allowable discharge voltage for maximum life of a standard 12-volt lead-acid battery?,6 volts,8.5 volts,10.5 volts,12 volts
G6A02,1,What is an advantage of batteries with low internal resistance?,Long life,High discharge current,High voltage,Rapid recharge
G6A03,1,What is the approximate forward threshold voltage of a germanium diode?,0.1 volt,0.3 volts,0.7 volts,1.0 volts
G6A04,2,Which of the following is characteristic of an electrolytic capacitor?,Tight tolerance,Much less leakage than any other type,High capacitance for a given volume,Inexpensive RF capacitor
G6A05,2,What is the approximate forward threshold voltage of a silicon junction diode?,0.1 volt,0.3 volts,0.7 volts,1.0 volts
G6A06,1,Why should wire-wound resistors not be used in RF circuits?,The resistor’s tolerance value would not be adequate,The resistor’s inductance could make circuit performance unpredictable,The resistor could overheat,The resistor’s internal capacitance would detune the circuit
G6A07,0,What are the operating points for a bipolar transistor used as a switch?,Saturation and cutoff,The active region (between cutoff and saturation),Peak and valley current points,Enhancement and depletion modes
G6A08,3,Which of the following is characteristic of low voltage ceramic capacitors?,Tight tolerance,High stability,High capacitance for given volume,Comparatively low cost
G6A09,1,Which of the following describes MOSFET construction?,The gate is formed by a back-biased junction,The gate is separated from the channel by a thin insulating layer,The source is separated from the drain by a thin insulating layer,The source is formed by depositing metal on silicon
G6A10,0,Which element of a vacuum tube regulates the flow of electrons between cathode and plate?,Control grid,Suppressor grid,Screen grid,Trigger electrode
G6A11,2,What happens when an inductor is operated above its self-resonant frequency?,Its reactance increases,Harmonics are generated,It becomes capacitive,Catastrophic failure is likely
G6A12,0,What is the primary purpose of a screen grid in a vacuum tube?,To reduce grid-to-plate capacitance,To increase efficiency,To increase the control grid resistance,To decrease plate resistance
G6B01,2,What determines the performance of a ferrite core at different frequencies?,Its conductivity,Its thickness,"The composition, or “mix,” of materials used",The ratio of outer diameter to inner diameter
G6B02,1,What is meant by the term MMIC?,Multi-Mode Integrated Circuit,Monolithic Microwave Integrated Circuit,Metal Monolayer Integrated Circuit,Mode Modulated Integrated Circuit
G6B03,0,Which of the following is an advantage of CMOS integrated circuits compared to TTL integrated circuits?,Low power consumption,High power handling capability,Better suited for RF amplification,Better suited for power supply regulation
G6B04,2,What is a typical upper frequency limit for low SWR operation of 50-ohm BNC connectors?,50 MHz,500 MHz,4 GHz,40 GHz
G6B05,3,What is an advantage of using a ferrite core toroidal inductor?,Large values of inductance may be obtained,The magnetic properties of the core may be optimized for a specific range of frequencies,Most of the magnetic field is contained in the core,All these choices are correct
G6B06,3,What kind of device is an integrated circuit operational amplifier?,Digital,MMIC,Programmable Logic,Analog
G6B07,0,Which of the following describes a type N connector?,A moisture-resistant RF connector useful to 10 GHz,A small bayonet connector used for data circuits,A low noise figure VHF connector,A nickel plated version of the PL-259
G6B08,3,How is an LED biased when emitting light?,In the tunnel-effect region,At the Zener voltage,Reverse biased,Forward biased
G6B09,0,How does a liquid crystal display compare to an LED display?,Higher contrast in high ambient lighting,Wider dynamic range,Higher power consumption,Shorter lifetime
G6B10,0,How does a ferrite bead or core reduce common-mode RF current on the shield of a coaxial cable?,By creating an impedance in the current’s path,It converts common-mode current to differential mode current,By creating an out-of-phase current to cancel the common-mode current,Ferrites expel magnetic fields
G6B11,1,What is an SMA connector?,A type-S to type-M adaptor,A small threaded connector suitable for signals up to several GHz,A connector designed for serial multiple access signals,A type of push-on connector intended for high-voltage applications
G6B12,2,Which of these connector types is commonly used for low frequency or dc signal connections to a transceiver?,PL-259,BNC,RCA Phono,Type N
G7A01,1,What is the function of a power supply bleeder resistor?,It acts as a fuse for excess voltage,It discharges the filter capacitors when power is removed,It removes shock hazards from the induction coils,It eliminates ground loop current
G7A02,2,Which of the following components are used in a power supply filter network?,Diodes,Transformers and transducers,Capacitors and inductors,All these choices are correct
G7A03,0,Which type of rectifier circuit uses two diodes and a center-tapped transformer?,Full-wave,Full-wave bridge,Half-wave,Synchronous
G7A04,0,What is characteristic of a half-wave rectifier in a power supply?,Only one diode is required,The ripple frequency is twice that of a full-wave rectifier,More current can be drawn from the half-wave rectifier,The output voltage is two times the peak input voltage
G7A05,1,What portion of the AC cycle is converted to DC by a half-wave rectifier?,90 degrees,180 degrees,270 degrees,360 degrees
G7A06,3,What portion of the AC cycle is converted to DC by a full-wave rectifier?,90 degrees,180 degrees,270 degrees,360 degrees
G7A07,0,What is the output waveform of an unfiltered full-wave rectifier connected to a resistive load?,A series of DC pulses at twice the frequency of the AC input,A series of DC pulses at the same frequency as the AC input,A sine wave at half the frequency of the AC input,A steady DC voltage
G7A08,2,Which of the following is characteristic of a switchmode power supply as compared to a linear power supply?,Faster switching time makes higher output voltage possible,Fewer circuit components are required,High-frequency operation allows the use of smaller components,Inherently more stable
G7A09,2,Which symbol in figure G7-1 represents a field effect transistor?,Symbol 2,Symbol 5,Symbol 1,Symbol 4
G7A10,3,Which symbol in figure G7-1 represents a Zener diode?,Symbol 4,Symbol 1,Symbol 11,Symbol 5
G7A11,1,Which symbol in figure G7-1 represents an NPN junction transistor?,Symbol 1,Symbol 2,Symbol 7,Symbol 11
G7A12,2,Which symbol in Figure G7-1 represents a solid core transformer?,Symbol 4,Symbol 7,Symbol 6,Symbol 1
G7A13,0,Which symbol in Figure G7-1 represents a tapped inductor?,Symbol 7,Symbol 11,Symbol 6,Symbol 1
G7B01,1,What is the purpose of neutralizing an amplifier?,To limit the modulation index,To eliminate self-oscillations,To cut off the final amplifier during standby periods,To keep the carrier on frequency
G7B02,3,Which of these classes of amplifiers has the highest efficiency?,Class A,Class B,Class AB,Class C
G7B03,1,Which of the following describes the function of a two-input AND gate?,Output is high when either or both inputs are low,Output is high only when both inputs are high,Output is low when either or both inputs are high,Output is low only when both inputs are high
G7B04,0,"In a Class A amplifier, what percentage of the time does the amplifying device conduct?",100%,More than 50% but less than 100%,50%,Less than 50%
G7B05,2,How many states does a 3-bit binary counter have?,3,6,8,16
G7B06,0,What is a shift register?,A clocked array of circuits that passes data in steps along the array,An array of operational amplifiers used for tri-state arithmetic operations,A digital mixer,An analog mixer
G7B07,3,Which of the following are basic components of a sine wave oscillator?,An amplifier and a divider,A frequency multiplier and a mixer,A circulator and a filter operating in a feed-forward loop,A filter and an amplifier operating in a feedback loop
G7B08,1,How is the efficiency of an RF power amplifier determined?,Divide the DC input power by the DC output power,Divide the RF output power by the DC input power,Multiply the RF input power by the reciprocal of the RF output power,Add the RF input power to the DC output power
G7B09,2,What determines the frequency of an LC oscillator?,The number of stages in the counter,The number of stages in the divider,The inductance and capacitance in the tank circuit,The time delay of the lag circuit
G7B10,1,Which of the following describes a linear amplifier?,Any RF power amplifier used in conjunction with an amateur transceiver,An amplifier in which the output preserves the input waveform,A Class C high efficiency amplifier,An amplifier used as a frequency multiplier
G7B11,1,For which of the following modes is a Class C power stage appropriate for amplifying a modulated signal?,SSB,FM,AM,All these choices are correct
G7C01,1,What circuit is used to select one of the sidebands from a balanced modulator?,Carrier oscillator,Filter,IF amplifier,RF amplifier
G7C02,3,What output is produced by a balanced modulator?,Frequency modulated RF,Audio with equalized frequency response,Audio extracted from the modulation signal,Double-sideband modulated RF
G7C03,1,What is one reason to use an impedance matching transformer at a transmitter output?,To minimize transmitter power output,To present the desired impedance to the transmitter and feed line,To reduce power supply ripple,To minimize radiation resistance
G7C04,3,How is a product detector used?,Used in test gear to detect spurious mixing products,Used in transmitter to perform frequency multiplication,Used in an FM receiver to filter out unwanted sidebands,Used in a single sideband receiver to extract the modulated signal
G7C05,3,Which of the following is characteristic of a direct digital synthesizer (DDS)?,Extremely narrow tuning range,Relatively high-power output,Pure sine wave output,Variable output frequency with the stability of a crystal oscillator
G7C06,0,Which of the following is an advantage of a digital signal processing (DSP) filter compared to an analog filter?,A wide range of filter bandwidths and shapes can be created,Fewer digital components are required,Mixing products are greatly reduced,The DSP filter is much more effective at VHF frequencies
G7C07,0,What term specifies a filter’s attenuation inside its passband?,Insertion loss,Return loss,Q,Ultimate rejection
G7C08,3,Which parameter affects receiver sensitivity?,Input amplifier gain,Demodulator stage bandwidth,Input amplifier noise figure,All these choices are correct
G7C09,1,What is the phase difference between the I and Q RF signals that software-defined radio (SDR) equipment uses for modulation and demodulation?,Zero,90 degrees,180 degrees,45 degrees
G7C10,1,What is an advantage of using I-Q modulation with software-defined radios (SDRs)?,The need for high resolution analog-to-digital converters is eliminated,All types of modulation can be created with appropriate processing,Minimum detectible signal level is reduced,Automatic conversion of the signal from digital to analog
G7C11,3,Which of these functions is performed by software in a software-defined radio (SDR)?,Filtering,Detection,Modulation,All these choices are correct
G7C12,2,What is the frequency above which a low-pass filter’s output power is less than half the input power?,Notch frequency,Neper frequency,Cutoff frequency,Rolloff frequency
G7C13,3,What term specifies a filter’s maximum ability to reject signals outside its passband?,Notch depth,Rolloff,Insertion loss,Ultimate rejection
G7C14,0,The bandwidth of a band-pass filter is measured between what two frequencies?,Upper and lower half-power,Cutoff and rolloff,Pole and zero,Image and harmonic
G8A01,1,How is direct binary FSK modulation generated?,By keying an FM transmitter with a sub-audible tone,By changing an oscillator’s frequency directly with a digital control signal,By using a transceiver’s computer data interface protocol to change frequencies,By reconfiguring the CW keying input to act as a tone generator
